EmployeeID,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,ManagerChangesLast2Yrs,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear
100602,4,3,1,1,2,0.0,3,15,1
100603,5,16,6,5,13,0.0,3,28,1
100604,1,1,0,0,0,2.0,7,8,6
100605,5,3,2,1,1,0.0,6,10,0
100606,1,8,6,3,3,0.0,4,21,2
100607,3,7,2,2,5,1.0,5,18,0
100608,4,1,0,0,0,0.0,2,5,2
100609,3,0,0,0,0,1.0,5,12,0
100610,4,6,5,1,1,0.0,7,7,5
100611,5,1,0,0,0,2.0,9,13,4
100612,1,12,5,0,7,0.0,8,15,1
100613,2,0,0,0,0,1.0,2,6,0
100614,2,1,0,0,0,0.0,7,14,1
100615,4,0,0,0,0,2.0,2,5,3
100616,4,6,2,1,1,2.0,1,15,4
100617,3,11,7,2,7,1.0,4,17,2
100618,2,5,4,1,2,2.0,3,9,3
100619,3,13,2,1,11,2.0,4,14,4
100620,5,0,0,0,0,0.0,5,7,3
100621,2,0,0,0,0,0.0,2,13,1
100622,5,9,2,2,6,2.0,0,20,5
100623,1,9,2,0,5,0.0,3,10,4
100624,3,8,3,2,1,0.0,5,19,3
100625,4,8,2,4,5,0.0,1,15,2
100626,2,2,1,0,1,0.0,1,16,4
100627,3,1,0,0,0,0.0,0,7,4
100628,4,13,8,0,5,0.0,8,15,3
100629,1,1,0,0,0,0.0,2,13,5
100630,2,2,1,0,0,2.0,1,5,6
100631,5,6,4,3,2,0.0,3,18,6
100632,1,1,0,0,0,3.0,5,7,6
100633,4,8,2,2,6,0.0,0,11,6
100634,2,0,0,0,0,0.0,8,8,0
100635,2,7,6,0,6,0.0,8,13,2
100636,1,4,2,1,1,2.0,7,4,2
100637,2,4,1,0,2,,5,4,6
100638,4,3,1,0,1,1.0,3,17,3
100639,1,1,0,0,0,1.0,1,4,5
100640,5,3,1,0,2,0.0,7,16,1
100641,1,2,1,0,0,1.0,6,15,1
100642,1,4,3,0,0,3.0,3,16,6
100643,5,1,0,0,0,0.0,2,9,0
100644,4,0,0,0,0,0.0,5,12,0
100645,3,0,0,0,0,0.0,0,3,3
100646,3,6,2,1,3,1.0,1,18,5
100647,5,0,0,0,0,1.0,6,4,1
100648,4,9,6,1,6,0.0,2,9,2
100649,2,5,2,2,1,1.0,0,19,5
100650,5,7,5,1,1,1.0,1,20,1
100651,3,9,3,1,4,1.0,9,10,5
100652,4,0,0,0,0,1.0,9,10,3
100653,1,8,4,0,3,0.0,8,11,1
100654,4,3,1,0,1,2.0,6,14,4
100655,4,10,9,2,5,0.0,6,13,6
100656,3,10,7,5,1,0.0,9,20,3
100657,3,0,0,0,0,0.0,7,9,4
100658,2,2,1,0,1,1.0,7,7,5
100659,2,3,0,0,2,0.0,8,15,3
100660,5,5,2,1,1,1.0,1,10,2
100661,1,1,0,0,0,2.0,7,8,3
100662,2,1,0,0,0,1.0,7,12,3
100663,3,2,1,1,0,0.0,4,14,6
100664,4,3,1,0,0,0.0,4,11,3
100665,5,15,8,3,14,0.0,3,28,3
100666,2,7,1,3,5,0.0,4,7,0
100667,4,2,0,0,0,0.0,1,2,4
100668,4,0,0,0,0,3.0,1,14,3
100669,2,0,0,0,0,0.0,4,5,3
100670,1,3,1,0,1,0.0,2,6,5
100671,1,8,5,2,6,0.0,0,18,0
100672,5,2,1,0,1,0.0,8,5,1
100673,1,3,1,0,2,1.0,1,3,5
100674,5,11,8,6,4,0.0,9,19,5
100675,3,12,4,1,2,0.0,1,23,6
100676,2,1,0,0,0,0.0,3,11,6
100677,4,0,0,0,0,0.0,1,2,0
100678,5,1,0,0,0,0.0,6,15,0
100679,1,5,4,0,1,1.0,9,9,6
100680,5,15,3,8,7,1.0,0,24,0
100681,5,0,0,0,0,0.0,1,0,5
100682,1,0,0,0,0,1.0,4,7,5
100683,1,10,7,5,3,0.0,1,12,6
100684,2,6,5,0,2,1.0,8,19,3
100685,4,24,18,9,7,0.0,3,38,0
100686,2,2,1,0,1,1.0,8,2,0
100687,2,2,0,1,1,,0,11,6
100688,1,0,0,0,0,0.0,0,5,5
100689,1,0,0,0,0,1.0,0,0,5
100690,4,4,2,1,3,0.0,3,18,0
100691,5,2,1,0,0,,8,16,3
100692,2,0,0,0,0,1.0,7,2,2
100693,4,10,4,0,5,1.0,6,14,2
100694,2,1,0,0,0,0.0,0,4,1
100695,5,6,5,1,4,2.0,2,12,3
100696,2,1,0,0,0,0.0,8,6,5
100697,3,8,3,4,5,2.0,8,19,0
100698,4,0,0,0,0,1.0,4,2,6
100699,1,7,3,0,1,2.0,5,17,0
100700,2,0,0,0,0,0.0,5,7,0
100701,4,2,1,0,1,1.0,9,9,2
100702,4,6,3,3,2,1.0,3,19,6
100703,2,0,0,0,0,0.0,0,1,5
100704,1,1,0,0,0,0.0,4,7,6
100705,1,10,5,5,9,2.0,0,23,0
100706,2,10,8,4,7,0.0,0,10,0
100707,4,0,0,0,0,0.0,4,1,2
100708,1,0,0,0,0,1.0,4,7,0
100709,2,0,0,0,0,1.0,6,11,6
100710,2,0,0,0,0,0.0,1,0,1
100711,2,17,13,9,7,1.0,5,18,5
100712,4,4,1,0,2,0.0,1,15,6
100713,1,3,1,1,2,0.0,9,3,4
100714,4,20,5,7,6,0.0,4,24,6
100715,3,4,1,0,0,0.0,3,10,6
100716,1,5,3,1,3,0.0,9,10,1
100717,4,2,0,0,0,1.0,4,7,3
100718,1,2,1,0,1,1.0,1,7,6
100719,3,4,1,0,1,1.0,7,11,1
100720,5,0,0,0,0,0.0,7,4,1
100721,2,1,0,0,0,2.0,5,15,6
100722,4,1,0,0,0,1.0,2,10,6
100723,3,0,0,0,0,0.0,3,6,2
100724,3,3,2,1,0,0.0,0,5,3
100725,1,4,2,1,3,1.0,8,12,6
100726,1,2,0,0,0,2.0,9,11,5
100727,2,1,0,0,0,0.0,4,3,6
100728,1,5,1,1,3,2.0,7,18,5
100729,4,0,0,0,0,1.0,2,13,1
100730,4,3,2,1,1,1.0,3,8,4
100731,4,7,5,3,6,0.0,3,9,1
100732,5,0,0,0,0,0.0,7,0,0
100733,4,6,2,3,3,0.0,8,6,2
100734,1,7,2,1,4,3.0,2,9,0
100735,1,0,0,0,0,1.0,6,3,3
100736,4,0,0,0,0,1.0,8,13,3
100737,3,18,9,2,7,0.0,1,19,2
100738,3,1,0,0,0,1.0,3,9,1
100739,3,8,5,0,2,0.0,2,22,3
100740,2,4,1,0,2,1.0,7,14,4
100741,5,1,0,0,0,0.0,3,8,6
100742,4,0,0,0,0,0.0,8,11,2
100743,2,3,2,0,2,0.0,0,15,0
100744,3,2,0,1,1,0.0,0,4,4
100745,4,6,4,2,2,1.0,3,12,6
100746,2,11,4,0,9,1.0,2,14,6
100747,1,8,4,1,2,0.0,2,12,5
100748,3,1,0,0,0,1.0,9,4,2
100749,2,10,4,3,7,2.0,1,18,4
100750,1,8,4,0,5,0.0,9,18,6
100751,3,13,10,0,11,1.0,9,19,2
100752,5,3,2,0,2,0.0,1,15,0
100753,3,7,4,1,6,0.0,7,10,1
100754,5,4,0,1,0,1.0,0,16,2
100755,5,1,0,0,0,0.0,7,8,3
100756,5,25,12,3,20,0.0,9,26,0
100757,4,0,0,0,0,1.0,2,6,0
100758,4,0,0,0,0,0.0,1,10,4
100759,5,11,7,5,2,2.0,8,11,3
100760,1,0,0,0,0,1.0,4,7,4
100761,5,10,4,5,3,0.0,4,22,5
100762,2,6,3,2,3,0.0,5,19,0
100763,5,0,0,0,0,1.0,3,11,2
100764,4,2,1,0,0,,6,15,5
100765,4,7,3,3,5,0.0,6,19,3
100766,2,4,3,0,1,0.0,8,18,0
100767,2,13,11,1,9,0.0,5,18,6
100768,3,10,8,0,1,0.0,0,21,3
100769,1,2,0,0,0,1.0,8,6,5
100770,1,0,0,0,0,0.0,9,8,2
100771,1,14,4,4,10,0.0,8,22,1
100772,4,3,0,0,1,4.0,4,5,4
100773,1,0,0,0,0,,6,8,6
100774,3,8,2,0,5,0.0,0,20,4
100775,3,10,3,3,6,0.0,3,24,5
100776,1,5,2,1,3,1.0,9,17,0
100777,2,2,0,1,0,0.0,3,10,0
100778,3,5,3,1,2,1.0,4,6,2
100779,2,6,2,1,3,1.0,5,10,0
100780,4,11,6,4,1,1.0,3,21,0
100781,3,15,14,4,13,0.0,5,16,0
100782,2,3,1,0,2,2.0,9,3,3
100783,1,8,5,2,3,0.0,6,14,3
100784,4,16,15,9,9,0.0,2,19,1
100785,5,0,0,0,0,0.0,8,4,3
100786,5,0,0,0,0,1.0,7,3,6
100787,1,10,8,5,7,1.0,0,15,6
100788,4,1,0,0,0,1.0,1,11,4
100789,4,0,0,0,0,0.0,1,1,6
100790,4,0,0,0,0,0.0,9,7,5
100791,4,2,1,1,1,0.0,8,5,1
100792,5,1,0,0,0,0.0,8,8,0
100793,2,1,0,0,0,1.0,8,3,4
100794,4,18,9,6,13,1.0,0,29,1
100795,2,6,3,1,4,2.0,6,17,5
100796,4,6,4,0,3,,2,16,1
100797,3,0,0,0,0,1.0,8,4,4
100798,3,6,4,3,4,0.0,7,17,1
100799,3,6,1,3,5,0.0,2,8,4
100800,4,5,3,1,4,0.0,0,16,1
100801,2,1,0,0,0,0.0,8,15,1
100802,5,2,1,0,0,2.0,9,14,6
100803,1,9,8,2,7,2.0,0,15,1
100804,5,5,4,2,3,0.0,2,19,4
100805,4,6,4,-1,4,0.0,5,8,1
100806,3,4,0,0,1,2.0,5,18,6
100807,3,2,1,0,1,0.0,9,13,5
100808,2,7,6,0,1,3.0,3,14,5
100809,4,0,0,0,0,0.0,1,8,3
100810,5,5,4,1,3,0.0,9,17,3
100811,4,29,13,15,20,0.0,5,40,3
100812,4,7,4,0,2,1.0,9,8,3
100813,3,1,0,0,0,1.0,4,3,3
100814,5,1,0,0,0,1.0,5,12,5
100815,1,5,4,2,0,0.0,6,17,0
100816,3,11,4,3,2,1.0,8,17,1
100817,5,4,1,0,3,1.0,6,8,5
100818,2,3,2,0,0,0.0,3,12,5
100819,3,0,0,0,0,2.0,9,6,2
100820,2,6,3,0,4,1.0,4,7,0
100821,3,6,1,1,2,0.0,5,19,4
100822,4,17,5,6,13,1.0,8,30,6
100823,5,1,0,0,0,0.0,4,4,0
100824,2,7,5,0,6,0.0,4,7,2
100825,3,2,0,0,0,0.0,6,16,5
100826,2,4,1,2,2,1.0,1,8,0
100827,3,8,2,1,5,2.0,2,15,1
100828,3,1,0,0,0,0.0,1,1,3
100829,1,2,0,0,0,0.0,9,8,1
100830,1,7,3,3,3,1.0,9,13,0
100831,1,4,3,0,0,0.0,1,10,5
100832,2,0,0,0,0,2.0,2,14,5
100833,4,2,0,0,1,0.0,5,2,2
100834,3,4,2,1,1,2.0,4,15,4
100835,5,12,11,5,4,0.0,4,22,1
100836,1,1,0,0,0,2.0,1,3,2
100837,2,8,3,1,3,0.0,1,18,4
100838,2,0,0,0,0,,0,1,3
100839,2,1,0,0,0,,2,15,1
100840,5,1,0,0,0,1.0,6,15,5
100841,5,10,8,1,7,1.0,4,14,1
100842,1,1,0,0,0,1.0,6,2,5
100843,5,7,5,1,2,1.0,8,19,5
100844,1,3,2,1,1,1.0,5,16,3
100845,5,35,8,5,32,0.0,1,39,3
100846,5,9,3,2,1,0.0,0,13,0
100847,5,6,5,2,3,0.0,0,9,4
100848,1,10,9,3,3,1.0,9,20,2
100849,3,5,4,2,4,0.0,8,11,6
100850,1,9,8,3,7,0.0,5,18,6
100851,3,1,0,0,0,1.0,5,6,3
100852,2,0,0,0,0,0.0,3,1,0
100853,2,4,2,1,0,1.0,1,18,4
100854,1,2,0,0,1,0.0,9,5,4
100855,3,2,1,0,0,2.0,2,14,1
100856,3,3,2,0,1,0.0,2,16,0
100857,3,2,1,0,1,1.0,7,12,0
100858,2,4,2,2,2,0.0,5,10,1
100859,1,0,0,0,0,0.0,6,8,6
100860,4,17,6,2,4,1.0,8,25,2
100861,3,12,5,4,1,1.0,0,23,6
100862,3,13,9,0,6,1.0,1,15,3
100863,4,2,1,0,1,0.0,8,2,5
100864,1,3,2,1,1,1.0,4,11,1
100865,3,15,13,3,13,1.0,3,22,3
100866,1,11,3,5,5,1.0,0,17,5
100867,3,7,2,2,2,1.0,8,12,0
100868,5,2,1,0,1,0.0,8,15,6
100869,3,4,1,0,1,0.0,3,18,1
100870,5,7,5,1,2,1.0,8,16,5
100871,1,1,0,0,0,0.0,9,7,2
100872,3,4,1,0,3,0.0,0,14,3
100873,2,8,4,1,6,1.0,4,16,6
100874,2,6,3,1,0,0.0,0,11,3
100875,4,3,2,0,1,0.0,3,17,3
100876,2,4,0,0,3,0.0,4,17,0
100877,5,22,20,3,20,2.0,2,35,6
100878,2,4,2,2,1,0.0,1,13,5
100879,2,7,5,3,6,1.0,5,9,3
100880,2,6,1,1,2,0.0,2,18,4
100881,3,6,4,2,1,1.0,9,19,6
100882,4,6,4,0,0,0.0,0,8,3
100883,1,3,1,0,1,1.0,4,6,0
100884,4,3,2,0,1,2.0,1,12,1
100885,5,3,1,0,2,0.0,1,15,3
100886,3,0,0,0,0,0.0,3,13,3
100887,3,1,0,0,0,0.0,3,15,1
100888,2,0,0,0,0,0.0,3,13,5
100889,2,10,3,2,7,1.0,6,19,5
100890,5,1,0,0,0,0.0,0,8,4
100891,3,0,0,0,0,1.0,7,9,0
100892,1,0,0,0,0,1.0,9,8,1
100893,4,6,3,1,1,1.0,8,19,0
100894,3,0,0,0,0,0.0,9,7,5
100895,1,3,0,0,0,0.0,5,13,1
100896,1,0,0,0,0,0.0,3,9,2
100897,4,9,4,-1,6,1.0,5,10,4
100898,1,15,13,0,8,1.0,9,18,2
100899,5,15,13,7,4,1.0,6,18,5
100900,1,2,1,0,0,0.0,5,13,6
100901,5,5,3,0,3,0.0,0,6,1
100902,1,4,3,0,2,,4,16,5
100903,2,2,0,0,0,1.0,7,9,1
100904,1,2,1,0,1,0.0,7,4,0
100905,5,0,0,0,0,0.0,9,1,1
100906,1,7,6,3,1,0.0,8,13,5
100907,1,1,0,0,0,1.0,3,15,0
100908,1,3,1,0,2,1.0,9,3,0
100909,5,3,2,0,1,2.0,5,17,1
100910,1,4,1,1,3,0.0,6,9,0
100911,4,8,6,4,3,1.0,4,20,5
100912,4,5,2,1,2,1.0,7,17,6
100913,5,5,2,0,3,0.0,2,7,4
100914,2,3,2,0,0,1.0,7,15,2
100915,4,0,0,0,0,0.0,4,2,1
100916,3,2,1,0,0,1.0,0,16,0
100917,4,15,9,0,13,3.0,5,19,0
100918,3,27,20,4,15,0.0,1,40,5
100919,5,6,4,1,2,1.0,6,8,0
100920,2,1,0,0,0,0.0,8,12,0
100921,3,0,0,0,0,1.0,2,3,4
100922,3,2,1,0,0,0.0,9,14,6
100923,4,9,6,5,2,0.0,3,21,1
100924,3,6,4,1,2,0.0,3,20,1
100925,5,10,7,5,6,0.0,3,12,5
100926,5,4,1,0,1,1.0,2,10,4
100927,5,0,0,0,0,0.0,4,2,4
100928,4,0,0,0,0,1.0,8,13,4
100929,2,0,0,0,0,1.0,7,9,1
100930,4,4,3,0,3,1.0,9,7,6
100931,5,1,0,0,0,0.0,1,2,3
100932,4,6,2,2,4,0.0,8,7,5
100933,5,5,2,1,4,0.0,9,13,5
100934,1,1,0,0,0,0.0,1,11,2
100935,1,0,0,0,0,1.0,6,0,4
100936,3,0,0,0,0,1.0,4,0,4
100937,2,6,3,2,5,0.0,6,15,1
100938,1,2,1,0,0,0.0,4,2,6
100939,5,1,0,0,0,3.0,5,14,5
100940,4,9,3,1,5,1.0,7,11,1
100941,4,4,2,0,3,1.0,0,5,6
100942,3,3,1,0,1,0.0,0,5,2
100943,4,6,2,2,4,0.0,4,19,0
100944,1,8,7,4,6,0.0,0,12,1
100945,4,5,2,1,2,0.0,2,13,6
100946,1,2,1,1,1,0.0,9,3,6
100947,1,2,0,0,1,0.0,8,13,2
100948,2,7,3,3,6,0.0,6,17,6
100949,3,3,1,1,2,1.0,5,17,1
100950,5,6,2,2,5,0.0,7,19,1
100951,1,11,8,2,3,1.0,7,11,1
100952,3,12,6,1,4,0.0,5,22,3
100953,5,1,0,0,0,0.0,3,6,6
100954,4,1,0,0,0,0.0,3,3,3
100955,3,1,0,0,0,0.0,3,13,4
100956,3,6,1,2,2,0.0,5,12,3
100957,3,2,1,1,0,0.0,0,7,2
100958,4,0,0,0,0,1.0,1,10,1
100959,4,0,0,0,0,1.0,5,6,3
100960,3,1,0,0,0,0.0,0,13,5
100961,2,0,0,0,0,1.0,8,12,1
100962,1,0,0,0,0,1.0,5,4,0
100963,4,5,1,0,2,1.0,6,5,4
100964,2,0,0,0,0,0.0,0,13,3
100965,4,0,0,0,0,2.0,7,2,5
100966,3,9,6,2,6,1.0,4,11,6
100967,2,9,2,4,2,0.0,4,15,5
100968,5,1,0,0,0,1.0,5,15,1
100969,1,0,0,0,0,1.0,6,13,0
100970,1,6,3,2,2,0.0,6,18,4
100971,4,2,0,0,0,1.0,4,4,4
100972,1,0,0,0,0,0.0,0,10,0
100973,5,0,0,0,0,0.0,8,4,3
100974,2,0,0,0,0,0.0,5,3,3
100975,2,4,3,2,1,0.0,8,7,1
100976,3,11,5,4,4,0.0,3,23,2
100977,2,7,3,0,6,1.0,1,13,1
100978,4,3,1,0,2,0.0,2,3,1
100979,5,2,1,1,1,0.0,3,8,6
100980,3,4,0,1,2,0.0,9,18,1
100981,4,2,0,1,1,0.0,7,9,6
100982,4,1,0,0,0,2.0,2,3,0
100983,4,5,2,2,2,1.0,7,19,4
100984,1,10,9,4,1,0.0,5,12,4
100985,4,2,1,0,1,2.0,3,5,2
100986,1,9,4,1,2,0.0,6,23,3
100987,2,2,1,1,0,1.0,4,14,1
100988,1,2,0,0,1,2.0,4,7,0
100989,4,0,0,0,0,3.0,8,13,0
100990,5,5,3,1,4,,2,11,1
100991,5,8,2,0,4,1.0,9,8,0
100992,2,5,4,0,4,0.0,3,19,0
100993,4,0,0,0,0,0.0,4,12,6
100994,1,0,0,0,0,1.0,0,3,1
100995,5,4,3,1,1,0.0,6,15,2
100996,3,2,1,0,0,0.0,7,8,0
100997,4,2,0,1,0,1.0,5,12,4
100998,4,17,6,1,12,0.0,8,18,5
100999,3,6,2,1,1,1.0,2,6,4
101000,5,2,0,1,1,1.0,1,2,6
101001,3,0,0,0,0,1.0,4,9,6
101002,2,0,0,0,0,2.0,8,13,5
101003,1,5,2,1,3,0.0,0,18,5
101004,1,9,6,2,8,0.0,0,14,4
101005,5,6,4,0,2,1.0,9,17,1
101006,3,2,1,0,1,1.0,2,6,5
101007,4,0,0,0,0,1.0,9,0,4
101008,4,17,8,5,11,0.0,2,26,3
101009,4,21,17,0,14,0.0,4,23,0
101010,2,3,2,1,0,0.0,3,17,6
101011,2,0,0,0,0,0.0,5,10,2
101012,4,3,2,0,1,1.0,7,9,5
101013,5,11,4,5,5,1.0,7,22,4
101014,2,5,3,0,4,0.0,3,13,1
101015,2,6,1,3,3,0.0,0,18,6
101016,1,0,0,0,0,0.0,6,8,5
101017,1,0,0,0,0,1.0,5,14,2
101018,5,0,0,0,0,0.0,4,5,6
101019,2,11,10,1,10,2.0,3,13,1
101020,2,3,2,1,1,1.0,5,3,2
101021,3,7,3,4,1,0.0,7,9,2
101022,5,0,0,0,0,2.0,5,9,0
101023,5,13,11,4,8,0.0,2,14,5
101024,3,8,2,4,2,0.0,8,18,5
101025,3,1,0,0,0,0.0,2,5,5
101026,1,10,3,0,5,1.0,3,17,2
101027,5,1,0,0,0,0.0,4,5,3
101028,5,1,0,0,0,1.0,1,1,3
101029,3,1,0,0,0,0.0,9,3,6
101030,4,12,11,4,3,1.0,9,23,3
101031,4,12,11,6,6,1.0,1,16,6
101032,1,1,0,0,0,0.0,5,7,1
101033,4,6,5,1,0,0.0,1,10,0
101034,4,5,4,0,1,0.0,9,18,1
101035,4,8,7,4,2,3.0,0,17,5
101036,2,1,0,0,0,2.0,7,5,5
101037,1,3,2,0,2,1.0,9,9,4
101038,3,5,1,0,2,0.0,9,17,5
101039,4,0,0,0,0,1.0,0,14,3
101040,2,2,0,0,1,0.0,9,9,0
101041,4,5,2,0,4,0.0,5,18,3
101042,2,1,0,0,0,2.0,0,8,0
101043,1,15,8,3,2,0.0,7,21,1
101044,4,0,0,0,0,0.0,4,12,5
101045,2,15,14,6,12,1.0,2,28,1
101046,5,1,0,0,0,0.0,4,3,3
101047,5,0,0,0,0,0.0,0,10,2
101048,2,1,0,0,0,1.0,0,2,0
101049,4,7,3,0,6,1.0,3,7,5
101050,4,6,3,0,3,0.0,8,11,4
101051,1,1,0,0,0,5.0,8,13,6
101052,1,1,0,0,0,1.0,0,9,2
101053,3,5,2,0,2,0.0,2,7,1
101054,1,3,0,1,0,0.0,3,7,0
101055,4,7,6,0,2,1.0,1,15,2
101056,3,0,0,0,0,1.0,6,13,6
101057,1,4,3,1,1,0.0,2,17,4
101058,2,6,4,0,3,0.0,0,14,2
101059,5,25,7,7,21,0.0,0,31,4
101060,1,5,4,1,2,0.0,2,18,1
101061,1,1,0,0,0,0.0,5,4,0
101062,2,0,0,0,0,1.0,3,10,1
101063,4,5,1,1,1,0.0,0,6,0
101064,2,3,2,0,0,0.0,6,4,2
101065,1,11,8,0,7,1.0,1,14,1
101066,4,6,5,2,5,1.0,4,6,0
101067,3,3,0,0,2,0.0,7,16,5
101068,1,2,0,0,0,2.0,6,5,4
101069,2,2,1,0,0,0.0,7,13,0
101070,3,1,0,0,0,0.0,9,14,5
101071,5,0,0,0,0,,5,10,1
101072,3,4,2,0,1,1.0,6,9,1
101073,2,1,0,0,0,0.0,8,6,2
101074,3,1,0,0,0,0.0,5,7,4
101075,2,0,0,0,0,3.0,8,4,0
101076,1,1,0,0,0,1.0,1,9,1
101077,4,0,0,0,0,0.0,1,1,0
101078,5,5,4,2,3,0.0,1,6,3
101079,4,2,0,0,1,1.0,5,5,4
101080,4,4,1,1,0,1.0,1,18,4
101081,4,5,4,1,2,0.0,2,8,5
101082,2,17,8,3,16,0.0,7,20,3
101083,2,0,0,0,0,0.0,7,0,4
101084,5,2,1,0,1,0.0,3,5,3
101085,2,1,0,0,0,0.0,8,12,0
101086,2,3,2,0,0,0.0,7,7,6
101087,2,12,8,1,2,,0,20,3
101088,2,6,4,1,2,0.0,7,8,2
101089,1,5,1,0,3,0.0,0,19,5
101090,5,2,1,1,0,0.0,3,4,3
101091,2,5,2,0,2,0.0,9,18,0
101092,5,0,0,0,0,0.0,5,4,4
101093,3,4,3,1,3,1.0,6,13,2
101094,1,4,2,2,0,0.0,9,9,3
101095,2,2,1,0,0,3.0,3,4,5
101096,1,1,0,0,0,0.0,7,1,5
101097,1,8,3,1,1,0.0,7,17,0
101098,3,0,0,0,0,2.0,8,7,2
101099,5,0,0,0,0,1.0,5,11,2
101100,1,2,0,0,1,0.0,3,2,2
101101,4,1,0,0,0,3.0,1,2,3
101102,3,6,5,2,4,0.0,6,8,0
101103,4,5,4,1,4,0.0,9,10,0
101104,3,7,6,0,6,1.0,2,10,0
101105,4,1,0,0,0,0.0,2,4,6
101106,4,6,1,1,3,0.0,2,20,1
101107,1,9,2,0,5,0.0,3,17,4
101108,1,2,1,1,0,0.0,1,7,0
101109,3,2,1,1,1,1.0,4,13,1
101110,5,11,5,5,8,0.0,2,12,1
101111,1,0,0,0,0,1.0,9,6,2
101112,1,2,1,0,0,1.0,4,16,4
101113,2,0,0,0,0,1.0,6,12,2
101114,1,0,0,0,0,0.0,8,2,4
101115,5,0,0,0,0,2.0,1,8,6
101116,2,2,0,0,0,,8,7,2
101117,4,5,3,0,1,1.0,9,12,5
101118,4,1,0,0,0,0.0,5,13,3
101119,2,9,5,0,2,0.0,5,21,4
101120,2,2,0,0,0,0.0,2,2,5
101121,2,17,7,5,8,0.0,9,18,1
101122,3,15,13,4,13,0.0,8,20,1
101123,5,7,3,0,3,0.0,3,9,4
101124,5,13,10,3,6,0.0,4,13,2
101125,4,6,5,1,3,0.0,2,11,6
101126,4,11,10,1,3,1.0,4,15,3
101127,4,1,0,0,0,2.0,7,13,3
101128,1,2,1,0,0,1.0,7,10,0
101129,4,6,5,3,3,0.0,7,11,4
101130,2,2,0,0,1,0.0,5,6,3
101131,4,9,3,1,6,0.0,0,9,2
101132,2,10,2,1,3,1.0,9,24,2
101133,3,1,0,0,0,0.0,5,1,1
101134,1,8,7,0,2,1.0,9,18,3
101135,1,0,0,0,0,0.0,6,0,3
101136,5,2,1,0,0,1.0,8,8,2
101137,3,3,2,0,1,1.0,7,8,1
101138,2,1,0,0,0,0.0,7,14,3
101139,3,4,2,2,2,0.0,6,8,6
101140,1,4,0,0,3,0.0,1,7,6
101141,2,1,0,0,0,1.0,0,11,2
101142,3,7,3,3,3,0.0,1,20,1
101143,1,4,2,1,1,2.0,5,16,1
101144,2,1,0,0,0,0.0,1,13,2
101145,2,1,0,0,0,0.0,9,11,1
101146,1,10,9,2,9,0.0,3,17,5
101147,2,9,5,3,4,1.0,9,19,5
101148,1,1,0,0,0,2.0,2,8,1
101149,4,0,0,0,0,0.0,5,4,0
101150,4,8,3,1,6,3.0,7,22,1
101151,2,4,1,2,3,0.0,5,7,6
101152,2,0,0,0,0,1.0,1,14,3
101153,1,4,1,0,3,0.0,4,5,1
101154,2,3,1,0,0,0.0,5,9,3
101155,5,7,4,3,3,1.0,8,11,2
101156,4,1,0,0,0,1.0,5,3,1
101157,2,3,1,1,1,1.0,9,11,2
101158,2,0,0,0,0,0.0,4,8,4
101159,3,15,7,0,4,2.0,0,25,6
101160,2,7,4,0,1,0.0,9,21,5
101161,5,6,4,1,1,1.0,4,16,1
101162,4,5,4,0,4,0.0,4,14,2
101163,3,2,0,0,1,1.0,5,15,4
101164,1,12,10,4,7,0.0,6,22,3
101165,1,0,0,0,0,0.0,3,7,3
101166,4,8,5,3,5,0.0,6,8,5
101167,1,1,0,0,0,2.0,4,12,5
101168,5,1,0,0,0,1.0,5,3,6
101169,2,3,2,0,2,1.0,3,4,6
101170,4,7,3,1,3,0.0,7,10,3
101171,3,9,4,5,5,0.0,8,10,3
101172,2,4,3,1,0,1.0,1,15,3
101173,1,2,0,0,1,0.0,3,12,0
101174,1,14,4,6,11,0.0,7,21,6
101175,3,1,0,0,0,0.0,7,1,5
101176,5,8,2,0,6,1.0,8,11,2
101177,3,4,2,1,2,1.0,2,8,4
101178,4,2,1,0,1,1.0,0,15,4
101179,3,0,0,0,0,1.0,8,9,1
101180,1,2,0,1,1,2.0,0,5,2
101181,5,1,0,0,0,0.0,2,8,5
101182,5,0,0,0,0,2.0,2,1,0
101183,3,0,0,0,0,0.0,8,8,0
101184,4,2,1,0,1,0.0,0,3,2
101185,1,4,3,1,3,0.0,6,5,3
101186,2,9,7,4,5,1.0,1,21,3
101187,5,1,0,0,0,0.0,6,2,2
101188,3,2,0,0,1,1.0,0,13,5
101189,4,2,1,0,1,4.0,9,11,4
101190,4,3,0,1,2,0.0,9,10,3
101191,1,8,7,2,2,0.0,7,10,1
101192,5,4,2,1,3,0.0,9,13,5
101193,1,9,6,0,5,1.0,9,19,5
101194,2,3,0,0,2,2.0,1,16,0
101195,2,4,2,1,2,,2,13,6
101196,2,2,0,0,0,0.0,7,16,3
101197,4,8,3,1,3,2.0,2,21,4
101198,5,12,6,0,6,0.0,0,19,5
101199,1,5,1,0,4,0.0,8,11,3
101200,1,8,4,3,6,1.0,7,17,3
101201,2,0,0,0,0,0.0,3,3,0
101202,5,11,9,0,7,3.0,7,17,1
101203,5,1,0,0,0,1.0,4,11,5
101204,3,1,0,0,0,0.0,2,8,6
101205,5,0,0,0,0,1.0,0,5,1
101206,5,16,10,7,6,0.0,9,21,4
