EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,DistanceFromHome,Education,EducationField,BusinessTravel,Attrition
E100313,58,Male,Single,Research & Development,Healthcare Representative,23,1,Medical,Travel_Frequently,No
E100314,54,Female,Divorced,research & development ,Research Scientist,9,1,Human Resources,Travel_Rarely,No
E100315,41,Male,Single,research & development ,Healthcare Representative,2,2,Technical Degree,Travel_Rarely,No
E100316,46,Female,Married,research & development ,Healthcare Representative,29,4,Life Sciences,Travel_Rarely,No
E100317,48,Male,Married,human resources,Manager,22,2,Other,Travel_Rarely,No
E100318,52,Female,Divorced,sales ,Sales Representative,9,3,Medical,Non-Travel,Yes
E100319,50,Female,Divorced,research & development ,Manufacturing Director,12,1,Life Sciences,Travel_Rarely,No
E100320,38,Male,Married,R&D,Healthcare Representative,12,3,,Travel_Rarely,No
E100321,49,Female,Married,SALES,Manager,15,5,Marketing,Travel_Rarely,No
E100322,40,Male,Married,sales ,Sales Executive,2,1,Marketing,Travel_Frequently,No
E100323,50,Female,Divorced,Human Resources,Human Resources,18,3,Human Resources,Travel_Rarely,No
E100324,20,Female,Married,Research & Development,Research Scientist,13,5,Medical,Travel_Rarely,Yes
E100325,35,,Married,HR,Manager,14,3,Medical,Travel_Rarely,Yes
E100326,42,Female,Single,human resources,Manager,5,5,Human Resources,Travel_Rarely,No
E100327,59,Female,Divorced,Sales,Sales Executive,26,5,,Travel_Rarely,No
E100328,48,Male,Married,Research & Development,Manager,10,1,Marketing,Travel_Rarely,Yes
E100329,20,Male,Married,Research & Development,Healthcare Representative,12,2,Marketing,Travel_Rarely,No
E100330,57,Female,Single,R&D,Research Scientist,10,5,Medical,Travel_Rarely,No
E100331,41,Female,Divorced,R&D,Laboratory Technician,24,5,Medical,Travel_Rarely,No
E100332,49,Female,Single,research & development ,Manager,11,1,Human Resources,Travel_Rarely,No
E100333,39,Female,Married,Research & Development,Manufacturing Director,25,2,Technical Degree,Travel_Rarely,No
E100334,40,Male,Divorced,Research & Development,Healthcare Representative,2,4,Life Sciences,Travel_Rarely,No
E100335,19,Female,Married,sales ,Sales Representative,5,4,Other,Travel_Rarely,No
E100336,44,Male,Single,R&D,Manufacturing Director,7,2,Technical Degree,Non-Travel,Yes
E100337,59,Male,Married,R&D,Manufacturing Director,6,3,Technical Degree,Travel_Frequently,No
E100338,19,Male,Divorced,R&D,Manager,22,1,Medical,Travel_Rarely,No
E100339,43,Male,Married,SALES,Sales Executive,23,2,Medical,Non-Travel,No
E100340,34,Male,Divorced,research & development ,Laboratory Technician,3,4,Medical,Travel_Rarely,No
E100341,57,Male,Single,sales ,Sales Representative,13,5,Technical Degree,Travel_Rarely,No
E100342,50,Female,Married,research & development ,Laboratory Technician,3,4,Life Sciences,Travel_Rarely,Yes
E100343,26,Male,Married,research & development ,Laboratory Technician,26,5,Medical,Travel_Rarely,No
E100344,60,Male,Divorced,R&D,Research Scientist,25,1,Marketing,Travel_Frequently,No
E100345,56,Male,Single,sales ,Sales Executive,24,5,Life Sciences,Travel_Rarely,No
E100346,46,Male,Divorced,Research & Development,Manager,21,2,,Travel_Rarely,No
E100347,59,Male,Married,Research & Development,Healthcare Representative,6,5,Life Sciences,Travel_Rarely,No
E100348,43,Male,Married,research & development ,Research Scientist,11,3,Medical,Travel_Frequently,No
E100349,52,Female,Single,research & development ,Manager,28,2,Other,Travel_Rarely,No
E100350,42,Female,Divorced,R&D,Manufacturing Director,26,1,Human Resources,Travel_Rarely,No
E100351,41,Female,Single,research & development ,Healthcare Representative,17,2,Medical,Travel_Rarely,No
E100352,30,Male,Single,Sales,Sales Executive,10,3,Technical Degree,Non-Travel,Yes
E100353,24,Male,Single,Sales,Manager,12,1,Other,Travel_Rarely,No
E100354,53,Female,Divorced,R&D,Manufacturing Director,17,4,Technical Degree,Non-Travel,No
E100355,37,Male,Married,Research & Development,Manager,4,3,Life Sciences,Travel_Rarely,No
E100356,18,Male,Divorced,Research & Development,Research Scientist,2,1,Technical Degree,Travel_Rarely,No
E100357,25,Male,Single,sales ,Sales Executive,11,5,Other,Travel_Frequently,No
E100358,33,Male,Married,SALES,Sales Representative,7,2,Other,Travel_Frequently,Yes
E100359,31,Male,Married,Research & Development,Manufacturing Director,2,1,Medical,Travel_Rarely,No
E100360,29,Male,Divorced,Sales,Sales Executive,26,2,Marketing,Travel_Rarely,No
E100361,40,Male,Divorced,research & development ,Laboratory Technician,18,5,Medical,Travel_Rarely,No
E100362,32,Male,Single,sales ,Manager,21,1,Life Sciences,Travel_Rarely,No
E100363,45,Female,Married,R&D,Research Scientist,4,4,Technical Degree,Travel_Rarely,No
E100364,51,Female,Single,HR,Human Resources,8,3,Marketing,Travel_Rarely,No
E100365,19,Female,Married,sales ,Sales Representative,20,1,,Travel_Rarely,No
E100366,49,Female,Single,research & development ,Healthcare Representative,14,5,Other,Travel_Rarely,No
E100367,40,Female,Single,Sales,Manager,12,1,Marketing,Travel_Rarely,No
E100368,39,Male,Married,R&D,Healthcare Representative,22,2,Marketing,Travel_Rarely,No
E100369,42,Male,Married,research & development ,Manager,21,1,Medical,Travel_Frequently,No
E100370,39,Male,Married,Research & Development,Healthcare Representative,27,4,Human Resources,Travel_Rarely,No
E100371,39,,Married,research & development ,Laboratory Technician,18,1,Other,Travel_Frequently,No
E100372,59,Female,Married,Research & Development,Laboratory Technician,11,3,Life Sciences,Travel_Rarely,No
E100373,23,Male,Single,SALES,Sales Representative,29,1,Life Sciences,Travel_Rarely,No
E100374,32,Female,Divorced,SALES,Sales Executive,28,2,Marketing,Travel_Rarely,No
E100375,60,Male,Single,Research & Development,Research Scientist,8,1,Marketing,Travel_Rarely,No
E100376,54,Female,Married,R&D,Laboratory Technician,2,4,,Travel_Rarely,No
E100377,50,Male,Married,Research & Development,Healthcare Representative,25,5,Human Resources,Travel_Rarely,No
E100378,25,Male,Married,research & development ,Healthcare Representative,15,1,Other,Non-Travel,No
E100379,22,Male,Single,Research & Development,Healthcare Representative,9,1,Marketing,Travel_Frequently,No
E100380,56,Male,Married,research & development ,Research Scientist,19,3,Technical Degree,Travel_Frequently,No
E100381,21,Male,Divorced,research & development ,Manufacturing Director,20,4,Human Resources,Travel_Rarely,No
E100382,23,Male,Married,HR,Manager,8,5,Other,Travel_Rarely,Yes
E100383,49,Female,Married,research & development ,Manager,25,2,Life Sciences,Travel_Frequently,No
E100384,47,Male,Married,SALES,Manager,19,1,Technical Degree,Travel_Rarely,No
E100385,52,Male,Single,Sales,Manager,5,5,Human Resources,Travel_Rarely,No
E100386,57,Female,Married,sales ,Sales Representative,11,2,Technical Degree,Travel_Rarely,No
E100387,33,Female,Married,Sales,Sales Executive,15,4,Marketing,Travel_Rarely,Yes
E100388,30,Male,Single,R&D,Manager,8,4,Medical,Non-Travel,No
E100389,59,Male,Single,Research & Development,Healthcare Representative,19,5,Life Sciences,Travel_Rarely,No
E100390,47,Male,Single,R&D,Laboratory Technician,23,2,,Travel_Rarely,No
E100391,36,Male,Married,research & development ,Healthcare Representative,27,4,Marketing,Travel_Rarely,Yes
E100392,34,Female,Divorced,R&D,Research Scientist,8,5,Human Resources,Travel_Rarely,No
E100393,36,Male,Single,sales ,Sales Representative,26,4,Technical Degree,Travel_Rarely,No
E100394,45,Male,Married,sales ,Sales Executive,27,4,Life Sciences,Travel_Rarely,No
E100395,43,Female,Single,Sales,Manager,19,4,Marketing,Non-Travel,Yes
E100396,54,Male,Divorced,Research & Development,Laboratory Technician,18,3,Human Resources,Travel_Rarely,No
E100397,43,Male,Single,Sales,Manager,10,2,Life Sciences,Travel_Rarely,Yes
E100398,40,Male,Married,SALES,Sales Representative,29,5,Technical Degree,Travel_Rarely,Yes
E100399,26,Female,Married,Research & Development,Manager,7,5,Marketing,Travel_Rarely,Yes
E100400,29,Male,Married,research & development ,Manager,28,2,Other,Travel_Rarely,No
E100401,18,Female,Married,sales ,Sales Representative,9,2,Marketing,Travel_Rarely,No
E100402,18,Male,Married,R&D,Laboratory Technician,1,2,Marketing,Travel_Rarely,No
E100403,51,Male,Married,research & development ,Manager,19,2,Life Sciences,Travel_Rarely,No
E100404,49,Female,Single,research & development ,Laboratory Technician,5,1,Life Sciences,Non-Travel,No
E100405,42,Female,Single,human resources,Manager,19,5,Life Sciences,Travel_Rarely,No
E100406,57,Female,Married,SALES,Manager,1,1,Life Sciences,Travel_Rarely,No
E100407,18,Female,Single,Sales,Sales Representative,15,4,Human Resources,Travel_Rarely,No
E100408,33,Female,Single,research & development ,Healthcare Representative,16,4,Medical,Travel_Frequently,Yes
E100409,56,Male,Married,Research & Development,Manufacturing Director,23,5,Human Resources,Travel_Rarely,No
E100410,22,Male,Divorced,R&D,Research Scientist,7,4,Marketing,Travel_Rarely,No
E100411,39,Female,Married,R&D,Manufacturing Director,26,2,Human Resources,Travel_Rarely,No
E100412,46,Male,Single,research & development ,Laboratory Technician,12,1,Technical Degree,Travel_Rarely,No
E100413,20,Female,Single,HR,Human Resources,8,2,Other,Travel_Rarely,No
E100414,29,Female,Divorced,Human Resources,Human Resources,5,4,Life Sciences,Travel_Rarely,No
E100415,43,Male,Single,research & development ,Research Scientist,10,1,Technical Degree,Travel_Rarely,No
E100416,33,Male,Single,sales ,Sales Executive,28,2,Other,Travel_Frequently,Yes
E100417,54,Female,Married,research & development ,Research Scientist,21,5,Technical Degree,Travel_Rarely,No
E100418,39,Male,Married,Sales,Sales Executive,5,2,Marketing,Travel_Rarely,No
E100419,46,Female,Married,sales ,Sales Executive,17,4,Life Sciences,Travel_Rarely,Yes
E100420,31,Male,Single,research & development ,Manufacturing Director,26,1,Technical Degree,Travel_Rarely,Yes
E100421,45,Female,Single,SALES,Manager,5,5,Marketing,Travel_Rarely,No
E100422,22,Male,Divorced,SALES,Sales Executive,22,1,Life Sciences,Travel_Rarely,Yes
E100423,47,Female,Single,Sales,Sales Executive,15,5,Medical,Travel_Rarely,No
E100424,22,Male,Married,Research & Development,Research Scientist,13,1,Marketing,Travel_Rarely,Yes
E100425,29,Male,Married,Research & Development,Manager,28,4,Human Resources,Travel_Rarely,No
E100426,33,Male,Married,research & development ,Healthcare Representative,1,5,Life Sciences,Travel_Rarely,No
E100427,43,Female,Single,SALES,Sales Executive,11,3,Technical Degree,Travel_Rarely,No
E100428,43,Female,Single,Research & Development,Research Scientist,23,1,Other,Travel_Frequently,No
E100429,38,Male,Married,research & development ,Healthcare Representative,1,1,Technical Degree,Travel_Rarely,No
E100430,56,Male,Divorced,Research & Development,Healthcare Representative,11,2,Human Resources,Travel_Rarely,No
E100431,53,Male,Divorced,research & development ,Healthcare Representative,18,5,Human Resources,Travel_Rarely,No
E100432,50,Female,Single,Sales,Sales Representative,18,3,,Travel_Rarely,No
E100433,47,Female,Single,HR,Human Resources,21,4,Other,Travel_Frequently,No
E100434,54,Male,Divorced,Research & Development,Healthcare Representative,26,2,Life Sciences,Travel_Rarely,No
E100435,40,Male,Married,Human Resources,Human Resources,16,3,Marketing,Travel_Rarely,No
E100436,27,Male,Divorced,Research & Development,Manufacturing Director,13,5,Human Resources,Travel_Rarely,No
E100437,22,Male,Single,R&D,Research Scientist,7,3,Human Resources,Travel_Rarely,Yes
E100438,53,Male,Married,Research & Development,Research Scientist,1,1,Human Resources,Travel_Rarely,No
E100439,51,Female,Married,Research & Development,Laboratory Technician,26,1,Other,Travel_Rarely,No
E100440,48,Male,Married,HR,Human Resources,16,2,Medical,Travel_Rarely,No
E100441,27,Female,Married,R&D,Healthcare Representative,1,5,Other,Travel_Rarely,Yes
E100442,36,Male,Single,Sales,Manager,17,5,Life Sciences,Non-Travel,Yes
E100443,49,Male,Married,R&D,Manufacturing Director,6,3,Life Sciences,Travel_Rarely,Yes
E100444,18,Female,Single,Research & Development,Healthcare Representative,2,2,Life Sciences,Travel_Rarely,No
E100445,22,Female,Married,research & development ,Laboratory Technician,17,5,Life Sciences,Travel_Rarely,No
E100446,21,Female,Divorced,SALES,Sales Executive,6,1,Life Sciences,Travel_Rarely,No
E100447,33,Male,Married,research & development ,Research Scientist,14,3,Technical Degree,Travel_Frequently,Yes
E100448,41,Male,Divorced,research & development ,Manufacturing Director,18,4,Human Resources,Travel_Rarely,No
E100449,33,Female,Single,Research & Development,Research Scientist,6,1,Other,Non-Travel,No
E100450,19,Male,Married,research & development ,Manager,10,2,Technical Degree,Travel_Rarely,No
E100451,45,Male,Divorced,Research & Development,Manufacturing Director,24,5,Other,Travel_Rarely,No
E100452,49,Male,Single,Sales,Sales Executive,18,1,Medical,Travel_Rarely,No
E100453,44,Male,Single,R&D,Healthcare Representative,27,4,Marketing,Travel_Rarely,No
E100454,37,Female,Married,SALES,Manager,9,4,Human Resources,Travel_Rarely,No
E100455,41,Male,Single,Sales,Manager,8,2,Medical,Travel_Rarely,Yes
E100456,29,Male,Married,Research & Development,Healthcare Representative,28,1,Technical Degree,Travel_Frequently,No
E100457,52,Male,Divorced,human resources,Human Resources,10,3,Marketing,Travel_Rarely,No
E100458,50,Male,Married,research & development ,Manager,17,1,Medical,Travel_Rarely,No
E100459,50,Male,Single,Research & Development,Manager,23,4,Other,Travel_Rarely,No
E100460,60,Male,Married,R&D,Research Scientist,29,2,Marketing,Travel_Rarely,No
E100461,54,Male,Married,R&D,Manager,26,2,Other,Travel_Rarely,No
E100462,29,Female,Single,SALES,Sales Representative,6,3,Medical,Travel_Frequently,No
E100463,20,Male,Married,HR,Manager,14,2,Technical Degree,Travel_Rarely,No
E100464,18,Male,Married,Research & Development,Manager,22,2,Other,Travel_Rarely,No
E100465,50,Female,Married,Research & Development,Laboratory Technician,22,2,Marketing,Travel_Frequently,No
E100466,57,Female,Single,SALES,Manager,6,2,Medical,Travel_Rarely,No
E100467,27,Male,Married,Research & Development,Healthcare Representative,26,2,Other,Travel_Rarely,No
E100468,60,Male,Single,Sales,Sales Executive,7,4,Technical Degree,Travel_Rarely,No
E100469,46,Male,Single,sales ,Sales Executive,12,1,Human Resources,Travel_Rarely,No
E100470,30,Female,Divorced,research & development ,Research Scientist,3,5,Technical Degree,Travel_Rarely,No
E100471,29,Female,Married,Research & Development,Laboratory Technician,14,2,,Travel_Frequently,No
E100472,48,Female,Single,Research & Development,Research Scientist,22,5,Human Resources,Travel_Rarely,No
E100473,19,Male,Single,research & development ,Research Scientist,19,5,Technical Degree,Travel_Rarely,No
E100474,52,Female,Single,R&D,Research Scientist,23,4,Human Resources,Travel_Rarely,No
E100475,40,Male,Single,R&D,Healthcare Representative,16,2,Human Resources,Travel_Rarely,Yes
E100476,34,Male,Single,research & development ,Research Scientist,7,5,Other,Travel_Rarely,No
E100477,43,Male,Single,SALES,Manager,8,2,Other,Travel_Rarely,No
E100478,25,Female,Married,research & development ,Manager,18,3,Human Resources,Travel_Rarely,No
E100479,46,Male,Married,Human Resources,Human Resources,25,3,Medical,Travel_Rarely,No
E100480,43,,Married,research & development ,Research Scientist,13,3,Marketing,Travel_Rarely,No
E100481,27,Male,Married,research & development ,Research Scientist,21,5,Medical,Travel_Rarely,Yes
E100482,43,Male,Single,R&D,Research Scientist,9,3,Human Resources,Travel_Rarely,No
E100483,51,Male,Divorced,Research & Development,Manufacturing Director,10,4,Marketing,Travel_Rarely,No
E100484,58,Male,Divorced,research & development ,Research Scientist,21,4,Other,Travel_Rarely,No
E100485,24,Female,Divorced,Sales,Sales Executive,23,5,Marketing,Travel_Rarely,No
E100486,21,Male,Divorced,R&D,Manager,27,2,Human Resources,Non-Travel,No
E100487,28,Female,Divorced,Research & Development,Manufacturing Director,9,1,Other,Travel_Rarely,No
E100488,46,Female,Married,research & development ,Manufacturing Director,15,2,Marketing,Travel_Rarely,No
E100489,53,Female,Single,SALES,Sales Representative,20,2,Marketing,Travel_Rarely,No
E100490,42,Male,Married,Human Resources,Human Resources,2,2,Medical,Travel_Rarely,No
E100491,38,Male,Married,research & development ,Manufacturing Director,25,2,Marketing,Travel_Rarely,No
E100492,53,Male,Married,Research & Development,Laboratory Technician,13,1,Human Resources,Non-Travel,No
E100493,27,Female,Married,Research & Development,Manufacturing Director,2,3,Life Sciences,Travel_Rarely,No
E100494,54,Female,Single,Research & Development,Manufacturing Director,19,2,Life Sciences,Non-Travel,No
E100495,26,Male,Married,Human Resources,Human Resources,26,4,Life Sciences,Non-Travel,No
E100496,41,,Divorced,Research & Development,Healthcare Representative,2,5,Human Resources,Travel_Rarely,No
E100497,52,Male,Married,research & development ,Healthcare Representative,3,5,Life Sciences,Travel_Rarely,No
E100498,52,Female,Married,sales ,Manager,6,4,Medical,Travel_Rarely,No
E100499,53,Male,Single,Research & Development,Laboratory Technician,3,2,Human Resources,Travel_Rarely,No
E100500,35,Female,Married,Research & Development,Manufacturing Director,10,1,Other,Travel_Rarely,No
E100501,56,Male,Divorced,research & development ,Research Scientist,24,3,Human Resources,Travel_Rarely,No
E100502,49,Female,Married,sales ,Sales Representative,27,5,Human Resources,Travel_Rarely,No
E100503,41,Female,Divorced,Research & Development,Healthcare Representative,6,3,Marketing,Travel_Frequently,Yes
E100504,40,Female,Married,sales ,Sales Representative,23,1,Marketing,Travel_Rarely,No
E100505,49,Male,Married,sales ,Sales Representative,16,5,Marketing,Travel_Rarely,No
E100506,54,Male,Single,R&D,Manager,17,3,Technical Degree,Non-Travel,No
E100507,29,Male,Married,Research & Development,Laboratory Technician,19,1,Medical,Travel_Rarely,Yes
E100508,30,Male,Married,R&D,Healthcare Representative,3,3,Human Resources,Travel_Rarely,No
E100509,40,Male,Married,R&D,Laboratory Technician,18,2,Human Resources,Travel_Rarely,No
E100510,42,Female,Married,SALES,Sales Representative,7,1,Marketing,Travel_Rarely,No
E100511,52,Male,Divorced,research & development ,Manufacturing Director,9,3,Human Resources,Non-Travel,No
E100512,58,Male,Single,R&D,Research Scientist,20,2,,Travel_Rarely,No
E100513,47,Male,Divorced,SALES,Sales Executive,12,2,Human Resources,Travel_Rarely,No
E100514,34,Male,Single,Research & Development,Healthcare Representative,5,1,Life Sciences,Travel_Frequently,No
E100515,37,Female,Married,R&D,Laboratory Technician,3,4,Other,Travel_Rarely,No
E100516,42,Male,Single,R&D,Manager,11,5,Other,Travel_Rarely,No
E100517,39,Female,Single,research & development ,Laboratory Technician,25,1,Human Resources,Travel_Frequently,Yes
E100518,30,Male,Married,Research & Development,Research Scientist,4,2,Technical Degree,Travel_Frequently,No
E100519,36,Female,Single,R&D,Manager,5,2,Marketing,Travel_Rarely,Yes
E100520,53,Female,Married,research & development ,Healthcare Representative,1,1,Medical,Travel_Rarely,Yes
E100521,29,Male,Divorced,Sales,Sales Representative,27,4,Medical,Travel_Rarely,No
E100522,58,Female,Single,research & development ,Research Scientist,28,5,Life Sciences,Travel_Rarely,No
E100523,36,Male,Married,research & development ,Manager,29,3,Medical,Travel_Rarely,No
E100524,29,Female,Married,research & development ,Laboratory Technician,18,1,Medical,Travel_Rarely,No
E100525,26,Male,Married,R&D,Laboratory Technician,12,5,Marketing,Travel_Rarely,No
E100526,24,Female,Single,R&D,Healthcare Representative,13,5,Marketing,Travel_Rarely,No
E100527,45,Female,Single,research & development ,Research Scientist,9,2,Technical Degree,Non-Travel,No
E100528,31,Female,Single,Sales,Manager,2,3,Life Sciences,Travel_Rarely,No
E100529,48,Female,Single,Research & Development,Laboratory Technician,5,1,Medical,Travel_Rarely,No
E100530,36,Male,Single,Research & Development,Manager,13,2,Technical Degree,Travel_Rarely,Yes
E100531,33,Male,Married,Sales,Sales Representative,16,2,Life Sciences,Travel_Rarely,No
E100532,22,Male,Divorced,human resources,Manager,16,4,Other,Travel_Rarely,No
E100533,52,Male,Divorced,R&D,Healthcare Representative,24,5,Medical,Travel_Frequently,Yes
E100534,29,Female,Married,research & development ,Laboratory Technician,3,1,Medical,Travel_Rarely,Yes
E100535,42,Male,Single,sales ,Sales Representative,22,1,Marketing,Travel_Frequently,No
E100536,38,,Single,SALES,Sales Representative,4,1,Human Resources,Travel_Rarely,No
E100537,53,Female,Single,human resources,Manager,11,2,Life Sciences,Travel_Frequently,Yes
E100538,40,Female,Single,SALES,Manager,23,4,Medical,Travel_Rarely,No
E100539,33,Male,Married,research & development ,Manufacturing Director,26,3,,Travel_Rarely,No
E100540,56,Female,Married,Research & Development,Laboratory Technician,14,2,Technical Degree,Non-Travel,No
E100541,59,Female,Married,sales ,Sales Representative,29,3,Technical Degree,Travel_Rarely,No
E100542,56,Male,Married,Sales,Sales Representative,3,4,Human Resources,Travel_Rarely,No
E100543,31,Female,Divorced,R&D,Research Scientist,16,5,Medical,Travel_Rarely,No
E100544,48,Female,Divorced,human resources,Human Resources,22,1,Marketing,Travel_Rarely,Yes
E100545,22,Male,Single,research & development ,Laboratory Technician,15,3,Medical,Travel_Frequently,Yes
E100546,52,Male,Divorced,Research & Development,Manufacturing Director,28,2,Life Sciences,Travel_Rarely,No
E100547,40,Male,Divorced,Research & Development,Manager,10,3,Other,Travel_Rarely,No
E100548,46,Male,Married,Research & Development,Healthcare Representative,9,5,Technical Degree,Travel_Rarely,No
E100549,60,Male,Married,R&D,Laboratory Technician,11,1,Life Sciences,Travel_Rarely,No
E100550,28,Male,Married,R&D,Manager,16,3,Human Resources,Travel_Rarely,No
E100551,35,Male,Divorced,R&D,Healthcare Representative,10,5,Technical Degree,Travel_Frequently,Yes
E100552,29,Male,Divorced,Research & Development,Manufacturing Director,17,2,Marketing,Travel_Rarely,No
E100553,26,Female,Single,sales ,Sales Executive,19,4,Technical Degree,Travel_Rarely,No
E100554,27,Male,Married,Human Resources,Human Resources,2,2,Other,Travel_Rarely,No
E100555,34,Female,Married,SALES,Sales Representative,24,1,Medical,Travel_Rarely,Yes
E100556,55,Male,Married,Sales,Sales Executive,23,2,Other,Travel_Rarely,No
E100557,24,Male,Single,research & development ,Manufacturing Director,2,2,Other,Travel_Rarely,No
E100558,30,Male,Divorced,research & development ,Manager,6,2,Medical,Non-Travel,No
E100559,57,Male,Married,R&D,Manager,19,2,Technical Degree,Travel_Frequently,No
E100560,59,Male,Divorced,Research & Development,Manufacturing Director,8,1,Human Resources,Travel_Rarely,No
E100561,26,Female,Divorced,Research & Development,Manufacturing Director,26,5,Medical,Travel_Rarely,Yes
E100562,44,Male,Married,SALES,Manager,29,3,Medical,Travel_Rarely,No
E100563,19,Female,Married,R&D,Laboratory Technician,3,4,Marketing,Travel_Rarely,No
E100564,22,Female,Married,research & development ,Healthcare Representative,26,3,Technical Degree,Travel_Rarely,No
E100565,46,Male,Single,research & development ,Research Scientist,14,3,Medical,Travel_Rarely,No
E100566,54,Male,Married,Research & Development,Research Scientist,25,4,Human Resources,Travel_Rarely,No
E100567,55,Female,Single,sales ,Sales Executive,16,1,Life Sciences,Travel_Rarely,No
E100568,36,Male,Married,R&D,Manager,1,4,Technical Degree,Travel_Frequently,No
E100569,25,Male,Single,R&D,Laboratory Technician,21,1,Marketing,Travel_Rarely,Yes
E100570,18,Female,Single,R&D,Manufacturing Director,3,3,Other,Travel_Rarely,Yes
E100571,39,Male,Single,research & development ,Research Scientist,22,1,Medical,Travel_Rarely,Yes
E100572,34,Female,Single,human resources,Human Resources,26,5,Human Resources,Travel_Rarely,No
E100573,24,Female,Married,research & development ,Laboratory Technician,18,4,Technical Degree,Travel_Rarely,No
E100574,42,Male,Married,Human Resources,Human Resources,9,5,Human Resources,Travel_Rarely,Yes
E100575,21,Male,Married,R&D,Manager,6,3,Human Resources,Travel_Rarely,Yes
E100576,53,Male,Single,SALES,Sales Executive,23,4,Other,Travel_Rarely,No
E100577,23,Male,Single,sales ,Sales Executive,21,3,Marketing,Travel_Rarely,Yes
E100578,48,Male,Single,research & development ,Manager,25,5,Technical Degree,Non-Travel,No
E100579,36,Female,Single,sales ,Manager,1,3,Medical,Travel_Rarely,Yes
E100580,56,Male,Divorced,Sales,Sales Executive,21,4,Marketing,Travel_Rarely,No
E100581,44,Male,Single,Human Resources,Manager,27,4,Medical,Travel_Rarely,No
E100582,27,Female,Married,research & development ,Healthcare Representative,10,3,Life Sciences,Travel_Rarely,No
E100583,43,Female,Single,research & development ,Laboratory Technician,27,4,Human Resources,Travel_Frequently,No
E100584,36,,Single,SALES,Sales Executive,6,4,Life Sciences,Travel_Rarely,Yes
E100585,56,Male,Married,SALES,Sales Representative,23,3,Human Resources,Travel_Rarely,No
E100586,20,Female,Married,sales ,Sales Representative,12,5,Other,Travel_Rarely,Yes
E100587,30,Male,Single,R&D,Manager,4,4,Marketing,Travel_Rarely,No
E100588,45,Male,Single,Human Resources,Human Resources,28,4,Medical,Travel_Rarely,Yes
E100589,37,Male,Married,R&D,Healthcare Representative,13,4,Other,Travel_Rarely,No
E100590,45,Female,Single,Sales,Sales Executive,17,4,Medical,Travel_Rarely,Yes
E100591,25,Male,Single,R&D,Manufacturing Director,27,3,Marketing,Non-Travel,Yes
E100592,58,Male,Divorced,R&D,Healthcare Representative,8,5,Technical Degree,Travel_Rarely,No
E100593,56,Male,Married,R&D,Laboratory Technician,26,5,Life Sciences,Travel_Frequently,No
E100594,18,Male,Married,research & development ,Healthcare Representative,20,1,Life Sciences,Travel_Frequently,No
E100595,20,Female,Married,research & development ,Manufacturing Director,3,4,Medical,Travel_Rarely,No
E100596,30,Female,Married,SALES,Manager,12,4,Medical,Travel_Rarely,No
E100597,45,Female,Married,sales ,Sales Representative,7,1,Medical,Travel_Frequently,No
E100598,42,Male,Married,HR,Human Resources,12,5,Marketing,Travel_Rarely,No
E100599,50,Male,Married,Sales,Sales Representative,2,2,Technical Degree,Travel_Frequently,No
E100600,55,Male,Single,SALES,Sales Representative,24,2,Life Sciences,Travel_Rarely,No
E100601,23,Male,Married,Sales,Sales Executive,14,5,Other,Travel_Rarely,No
E100602,49,Male,Married,SALES,Sales Executive,22,4,Human Resources,Travel_Rarely,No
E100603,38,Female,Divorced,Research & Development,Research Scientist,23,2,Marketing,Travel_Rarely,No
E100604,33,Male,Married,Research & Development,Manager,5,3,Life Sciences,Travel_Rarely,No
E100605,38,Male,Married,Research & Development,Research Scientist,9,3,Technical Degree,Travel_Rarely,No
E100606,28,Male,Single,R&D,Manager,21,1,Marketing,Travel_Rarely,No
E100607,54,Male,Married,Research & Development,Healthcare Representative,11,5,Other,Travel_Rarely,No
E100608,53,Male,Single,Research & Development,Laboratory Technician,5,5,Life Sciences,Travel_Rarely,No
E100609,52,Female,Married,R&D,Manager,3,2,Marketing,Travel_Rarely,No
E100610,36,Female,Single,Research & Development,Healthcare Representative,27,4,Life Sciences,Travel_Rarely,Yes
E100611,37,Female,Married,Sales,Manager,17,5,Life Sciences,Travel_Rarely,No
E100612,35,Male,Single,research & development ,Manufacturing Director,2,2,Technical Degree,Travel_Frequently,Yes
E100613,58,Male,Married,Research & Development,Research Scientist,24,2,Human Resources,Travel_Rarely,No
E100614,31,Male,Divorced,human resources,Human Resources,1,5,Technical Degree,Travel_Rarely,No
E100615,32,Male,Single,R&D,Healthcare Representative,7,2,Life Sciences,Travel_Rarely,No
E100616,48,Female,Married,Human Resources,Human Resources,14,1,Marketing,Travel_Rarely,Yes
E100617,18,Male,Married,research & development ,Manufacturing Director,5,1,Other,Travel_Frequently,No
E100618,20,Male,Single,Sales,Manager,19,5,Technical Degree,Travel_Rarely,No
E100619,33,Male,Divorced,research & development ,Healthcare Representative,28,4,Human Resources,Travel_Rarely,No
E100620,40,Male,Single,human resources,Human Resources,28,1,Life Sciences,Travel_Rarely,No
E100621,28,Female,Married,Research & Development,Laboratory Technician,11,1,Other,Travel_Rarely,No
E100622,29,Male,Married,Sales,Sales Executive,23,5,Technical Degree,Travel_Rarely,No
E100623,27,,Married,research & development ,Research Scientist,25,3,Technical Degree,Travel_Rarely,No
E100624,49,Male,Married,research & development ,Manager,2,2,Technical Degree,Travel_Rarely,No
