EmployeeID,Age,Gender,MaritalStatus,Department,DistanceFromHome,Education,EducationField,JobRole,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TotalWorkingYears,ManagerChangesLast2Yrs,MonthlyIncome,PercentSalaryHike,StockOptionLevel,OverTime,BusinessTravel,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,TrainingTimesLastYear,Attrition
E100329,20,Male,Married,Research & Development,12,2,Marketing,Healthcare Representative,4,5,4,2,2,5,17,0,15676,14,3,No,Travel_Rarely,3,4,4,3,2,3,4,No
E100330,57,Female,Single,Research & Development,10,5,Medical,Research Scientist,5,0,0,0,0,5,12,0,18995,12,2,No,Travel_Rarely,3,2,4,1,4,3,3,No
E100331,41,Female,Divorced,Research & Development,24,5,Medical,Laboratory Technician,5,5,1,0,1,6,12,0,18346,19,1,Yes,Travel_Rarely,2,3,4,2,2,4,4,No
E100332,49,Female,Single,Research & Development,11,1,Human Resources,Manager,1,7,3,1,1,5,14,1,8404,15,1,No,Travel_Rarely,4,1,1,2,1,3,5,No
E100333,39,Female,Married,Research & Development,25,2,Technical Degree,Manufacturing Director,4,9,6,4,3,1,23,0,18881,21,2,No,Travel_Rarely,3,2,1,3,2,3,5,No
E100334,40,Male,Divorced,Research & Development,2,4,Life Sciences,Healthcare Representative,1,0,0,0,0,4,0,2,5352,13,3,No,Travel_Rarely,4,3,2,2,2,3,1,No
E100335,19,Female,Married,Sales,5,4,Other,Sales Representative,3,5,2,1,4,2,15,0,15691,16,0,Yes,Travel_Rarely,1,2,4,3,1,3,6,No
E100336,44,Male,Single,Research & Development,7,2,Technical Degree,Manufacturing Director,2,0,0,0,0,8,8,1,10571,19,2,No,Non-Travel,2,3,2,3,2,3,1,Yes
E100337,59,Male,Married,Research & Development,6,3,Technical Degree,Manufacturing Director,3,6,5,3,4,7,16,0,13114,19,2,No,Travel_Frequently,1,4,4,4,2,3,6,No
E100338,19,Male,Divorced,Research & Development,22,1,Medical,Manager,3,5,2,0,4,9,12,0,13048,22,3,No,Travel_Rarely,4,2,3,4,2,3,6,No
E100339,43,Male,Married,Sales,23,2,Medical,Sales Executive,5,0,0,0,0,1,8,3,17705,23,0,Yes,Non-Travel,2,4,1,4,3,3,6,No
E100340,34,Male,Divorced,Research & Development,3,4,Medical,Laboratory Technician,3,7,5,1,5,0,19,0,16412,15,2,No,Travel_Rarely,1,4,2,1,4,3,0,No
E100341,57,Male,Single,Sales,13,5,Technical Degree,Sales Representative,4,0,0,0,0,3,13,0,16947,18,0,No,Travel_Rarely,2,3,1,2,2,3,6,No
E100342,50,Female,Married,Research & Development,3,4,Life Sciences,Laboratory Technician,3,8,2,2,2,3,20,2,16222,14,0,Yes,Travel_Rarely,1,1,1,2,3,3,2,Yes
E100343,26,Male,Married,Research & Development,26,5,Medical,Laboratory Technician,4,1,0,0,0,9,9,1,15625,15,1,No,Travel_Rarely,3,4,3,4,2,3,4,No
E100344,60,Male,Divorced,Research & Development,25,1,Marketing,Research Scientist,1,5,1,2,2,1,15,0,8311,17,3,Yes,Travel_Frequently,2,2,3,3,4,3,3,No
E100345,56,Male,Single,Sales,24,5,Life Sciences,Sales Executive,5,12,8,3,3,6,23,1,18414,17,2,No,Travel_Rarely,4,2,4,3,2,3,2,No
E100346,46,Male,Divorced,Research & Development,21,2,Marketing,Manager,4,2,1,1,1,2,7,0,18474,23,2,No,Travel_Rarely,2,3,3,3,4,3,5,No
E100347,59,Male,Married,Research & Development,6,5,Life Sciences,Healthcare Representative,3,3,1,1,2,6,5,0,14269,17,0,No,Travel_Rarely,4,4,4,3,3,3,5,No
E100348,43,Male,Married,Research & Development,11,3,Medical,Research Scientist,5,3,1,1,2,6,3,3,18086,18,2,No,Travel_Frequently,1,1,3,1,3,4,4,No
E100349,52,Female,Single,Research & Development,28,2,Other,Manager,5,0,0,0,0,0,10,0,21323,21,0,No,Travel_Rarely,1,1,3,2,2,4,4,No
E100350,42,Female,Divorced,Research & Development,26,1,Human Resources,Manufacturing Director,4,4,3,0,2,5,11,0,17877,15,2,No,Travel_Rarely,4,2,2,4,1,3,6,No
E100351,41,Female,Single,Research & Development,17,2,Medical,Healthcare Representative,4,6,3,1,4,3,15,2,19158,25,3,No,Travel_Rarely,1,3,3,1,4,3,2,No
E100352,30,Male,Single,Sales,10,3,Technical Degree,Sales Executive,2,12,7,6,1,7,14,2,9968,11,2,Yes,Non-Travel,2,4,2,2,2,3,2,Yes
E100353,24,Male,Single,Sales,12,1,Other,Manager,2,9,3,1,2,7,21,0,11301,21,0,No,Travel_Rarely,1,2,3,1,3,3,0,No
E100354,53,Female,Divorced,Research & Development,17,4,Technical Degree,Manufacturing Director,5,3,2,1,1,2,9,2,21724,19,0,No,Non-Travel,4,3,2,3,2,4,3,No
E100355,37,Male,Married,Research & Development,4,3,Life Sciences,Manager,2,6,5,2,3,3,18,0,11984,19,2,No,Travel_Rarely,4,1,1,1,4,3,3,No
E100356,18,Male,Divorced,Research & Development,2,1,Technical Degree,Research Scientist,3,8,6,3,3,0,17,0,13688,25,2,No,Travel_Rarely,3,2,4,1,2,3,3,No
E100357,25,Male,Single,Sales,11,5,Other,Sales Executive,1,3,1,1,1,9,8,1,7350,17,0,No,Travel_Frequently,4,3,3,3,4,3,6,No
E100358,33,Male,Married,Sales,7,2,Other,Sales Representative,5,0,0,0,0,1,2,1,16192,22,1,Yes,Travel_Frequently,1,1,2,3,3,3,5,Yes
E100359,31,Male,Married,Research & Development,2,1,Medical,Manufacturing Director,1,2,0,0,0,6,7,1,7093,16,1,Yes,Travel_Rarely,4,3,3,4,1,4,5,No
E100360,29,Male,Divorced,Sales,26,2,Marketing,Sales Executive,2,9,5,2,3,6,20,1,10305,23,2,Yes,Travel_Rarely,1,2,2,4,1,4,2,No
E100361,40,Male,Divorced,Research & Development,18,5,Medical,Laboratory Technician,4,4,2,2,2,8,6,0,14992,23,3,No,Travel_Rarely,1,4,2,2,3,3,0,No
E100362,32,Male,Single,Sales,21,1,Life Sciences,Manager,5,6,3,2,3,9,18,1,20617,15,2,Yes,Travel_Rarely,3,3,3,4,3,3,1,No
E100363,45,Female,Married,Research & Development,4,4,Technical Degree,Research Scientist,2,1,0,0,0,8,15,0,10538,15,3,No,Travel_Rarely,1,4,4,4,2,3,0,No
E100364,51,Female,Single,Human Resources,8,3,Marketing,Human Resources,3,16,11,7,7,8,28,0,15555,25,2,No,Travel_Rarely,4,2,2,2,3,3,5,No
E100365,19,Female,Married,Sales,20,1,Human Resources,Sales Representative,5,2,0,0,0,5,15,1,20572,13,0,No,Travel_Rarely,4,1,1,1,3,4,6,No
E100366,49,Female,Single,Research & Development,14,5,Other,Healthcare Representative,5,5,2,0,2,7,13,0,19046,20,2,No,Travel_Rarely,4,3,3,1,4,3,2,No
E100367,40,Female,Single,Sales,12,1,Marketing,Manager,4,0,0,0,0,8,12,1,15108,11,3,No,Travel_Rarely,1,1,1,1,2,3,0,No
E100368,39,Male,Married,Research & Development,22,2,Marketing,Healthcare Representative,5,0,0,0,0,6,0,0,19990,16,3,No,Travel_Rarely,4,4,2,3,4,3,2,No
E100369,42,Male,Married,Research & Development,21,1,Medical,Manager,4,7,3,2,2,3,19,0,17052,18,2,No,Travel_Frequently,2,4,2,2,2,3,4,No
E100370,39,Male,Married,Research & Development,27,4,Human Resources,Healthcare Representative,2,17,4,4,16,3,24,1,11800,24,2,No,Travel_Rarely,2,1,3,1,2,3,4,No
E100371,39,Female,Married,Research & Development,18,1,Other,Laboratory Technician,3,1,0,0,0,5,5,1,13251,12,1,Yes,Travel_Frequently,4,2,4,4,1,3,1,No
E100372,59,Female,Married,Research & Development,11,3,Life Sciences,Laboratory Technician,3,0,0,0,0,3,14,2,15473,18,2,No,Travel_Rarely,1,4,1,4,1,3,5,No
E100373,23,Male,Single,Sales,29,1,Life Sciences,Sales Representative,5,2,1,0,0,6,5,0,20289,18,2,No,Travel_Rarely,4,2,4,4,3,3,6,No
E100374,32,Female,Divorced,Sales,28,2,Marketing,Sales Executive,5,0,0,0,0,7,0,1,15977,20,0,No,Travel_Rarely,2,1,1,2,2,3,4,No
E100375,60,Male,Single,Research & Development,8,1,Marketing,Research Scientist,2,1,0,0,0,7,9,1,10993,18,3,Yes,Travel_Rarely,1,2,4,2,3,3,1,No
E100376,54,Female,Married,Research & Development,2,4,Technical Degree,Laboratory Technician,4,6,1,3,1,7,18,1,20023,20,1,No,Travel_Rarely,4,4,3,4,4,3,3,No
E100377,50,Male,Married,Research & Development,25,5,Human Resources,Healthcare Representative,3,13,11,1,3,1,21,1,14499,25,0,No,Travel_Rarely,1,1,1,3,3,4,2,No
E100378,25,Male,Married,Research & Development,15,1,Other,Healthcare Representative,4,0,0,0,0,9,12,0,19098,13,2,No,Non-Travel,4,2,3,3,4,4,6,No
E100379,22,Male,Single,Research & Development,9,1,Marketing,Healthcare Representative,2,4,3,1,2,1,8,0,9999,20,3,No,Travel_Frequently,3,2,4,1,1,3,3,No
E100380,56,Male,Married,Research & Development,19,3,Technical Degree,Research Scientist,3,1,0,0,0,1,14,0,13613,18,2,Yes,Travel_Frequently,1,3,4,1,1,3,3,No
E100381,21,Male,Divorced,Research & Development,20,4,Human Resources,Manufacturing Director,3,0,0,0,0,1,10,0,12627,21,2,No,Travel_Rarely,2,4,4,1,4,3,1,No
E100382,23,Male,Married,Human Resources,8,5,Other,Manager,1,1,0,0,0,3,9,0,7100,25,2,Yes,Travel_Rarely,2,3,3,1,4,3,2,Yes
E100383,49,Female,Married,Research & Development,25,2,Life Sciences,Manager,2,4,0,2,3,4,18,1,10163,22,2,No,Travel_Frequently,2,2,2,1,4,4,1,No
E100384,47,Male,Married,Sales,19,1,Technical Degree,Manager,2,0,0,0,0,3,9,1,8797,22,3,No,Travel_Rarely,2,4,2,2,3,3,0,No
E100385,52,Male,Single,Sales,5,5,Human Resources,Manager,1,2,0,0,0,4,15,1,6436,24,0,No,Travel_Rarely,4,1,1,2,4,3,3,No
E100386,57,Female,Married,Sales,11,2,Technical Degree,Sales Representative,4,0,0,0,0,3,8,2,15247,14,2,No,Travel_Rarely,4,1,3,3,2,3,2,No
E100387,33,Female,Married,Sales,15,4,Marketing,Sales Executive,1,1,0,0,0,6,7,1,6335,13,2,Yes,Travel_Rarely,1,1,3,3,4,3,3,Yes
E100388,30,Male,Single,Research & Development,8,4,Medical,Manager,2,1,0,0,0,9,8,1,10014,21,1,Yes,Non-Travel,3,2,3,2,1,4,0,No
E100389,59,Male,Single,Research & Development,19,5,Life Sciences,Healthcare Representative,4,10,9,4,7,0,10,0,15474,19,1,No,Travel_Rarely,3,2,4,3,4,3,5,No
E100390,47,Male,Single,Research & Development,23,2,Marketing,Laboratory Technician,3,6,4,1,2,0,9,0,15093,18,3,No,Travel_Rarely,1,1,3,4,1,3,0,No
E100391,36,Male,Married,Research & Development,27,4,Marketing,Healthcare Representative,1,10,4,2,6,1,19,1,7481,20,2,No,Travel_Rarely,2,3,2,3,1,3,5,Yes
E100392,34,Female,Divorced,Research & Development,8,5,Human Resources,Research Scientist,4,2,0,0,1,0,11,1,16325,23,2,Yes,Travel_Rarely,3,3,1,4,3,3,2,No
E100393,36,Male,Single,Sales,26,4,Technical Degree,Sales Representative,4,1,0,0,0,9,15,0,15064,23,2,No,Travel_Rarely,3,4,2,4,4,3,2,No
E100394,45,Male,Married,Sales,27,4,Life Sciences,Sales Executive,4,2,1,0,0,9,5,3,14758,12,3,Yes,Travel_Rarely,1,4,3,1,1,3,6,No
E100395,43,Female,Single,Sales,19,4,Marketing,Manager,1,0,0,0,0,2,11,2,6068,23,3,No,Non-Travel,2,1,1,3,2,3,0,Yes
E100396,54,Male,Divorced,Research & Development,18,3,Human Resources,Laboratory Technician,3,6,5,1,2,5,14,0,14026,23,2,No,Travel_Rarely,4,2,1,4,4,4,3,No
E100397,43,Male,Single,Sales,10,2,Life Sciences,Manager,4,2,0,0,0,9,4,0,16968,25,2,No,Travel_Rarely,4,2,3,3,4,3,4,Yes
E100398,40,Male,Married,Sales,29,5,Technical Degree,Sales Representative,1,1,0,0,0,5,15,0,6815,23,3,Yes,Travel_Rarely,3,4,3,3,1,3,3,Yes
E100399,26,Female,Married,Research & Development,7,5,Marketing,Manager,2,4,1,2,1,0,15,0,10275,24,2,No,Travel_Rarely,4,1,2,2,3,3,4,Yes
E100400,29,Male,Married,Research & Development,28,2,Other,Manager,1,2,1,0,0,5,11,1,6001,18,0,Yes,Travel_Rarely,1,4,2,2,3,3,1,No
E100401,18,Female,Married,Sales,9,2,Marketing,Sales Representative,1,19,5,8,4,4,33,1,10643,21,0,Yes,Travel_Rarely,3,3,4,1,4,4,2,No
E100402,18,Male,Married,Research & Development,1,2,Marketing,Laboratory Technician,1,2,0,0,0,6,11,0,7609,21,3,No,Travel_Rarely,3,1,4,3,4,3,0,No
E100403,51,Male,Married,Research & Development,19,2,Life Sciences,Manager,4,4,2,1,2,5,4,0,13712,13,0,No,Travel_Rarely,2,1,4,2,3,4,1,No
E100404,49,Female,Single,Research & Development,5,1,Life Sciences,Laboratory Technician,1,1,0,0,0,6,15,0,7195,20,1,Yes,Non-Travel,4,1,3,4,3,3,3,No
E100405,42,Female,Single,Human Resources,19,5,Life Sciences,Manager,2,23,17,0,12,1,33,2,14616,22,2,No,Travel_Rarely,2,3,3,4,2,4,4,No
E100406,57,Female,Married,Sales,1,1,Life Sciences,Manager,4,2,1,0,1,0,6,1,15501,24,1,No,Travel_Rarely,3,1,4,1,4,3,5,No
E100407,18,Female,Single,Sales,15,4,Human Resources,Sales Representative,2,5,2,0,3,6,11,1,10300,16,1,No,Travel_Rarely,4,4,4,4,4,3,2,No
E100408,33,Female,Single,Research & Development,16,4,Medical,Healthcare Representative,5,0,0,0,0,8,11,0,18959,15,1,No,Travel_Frequently,2,3,2,3,4,3,4,Yes
E100409,56,Male,Married,Research & Development,23,5,Human Resources,Manufacturing Director,1,6,5,2,1,1,9,0,6975,18,0,No,Travel_Rarely,4,2,4,4,3,3,3,No
E100410,22,Male,Divorced,Research & Development,7,4,Marketing,Research Scientist,4,1,0,0,0,6,9,0,18729,19,2,No,Travel_Rarely,3,4,4,1,1,3,6,No
E100411,39,Female,Married,Research & Development,26,2,Human Resources,Manufacturing Director,4,2,0,0,0,2,7,0,18548,21,2,No,Travel_Rarely,3,4,1,1,2,3,3,No
E100412,46,Male,Single,Research & Development,12,1,Technical Degree,Laboratory Technician,1,10,4,3,2,5,15,1,8118,17,3,Yes,Travel_Rarely,3,4,4,4,3,3,0,No
E100413,20,Female,Single,Human Resources,8,2,Other,Human Resources,3,17,6,3,16,2,19,1,13967,16,1,No,Travel_Rarely,1,3,1,3,3,4,1,No
E100414,29,Female,Divorced,Human Resources,5,4,Life Sciences,Human Resources,3,2,1,1,0,9,11,2,13397,16,0,Yes,Travel_Rarely,2,4,4,2,2,3,2,No
E100415,43,Male,Single,Research & Development,10,1,Technical Degree,Research Scientist,2,9,2,3,5,4,18,0,10584,11,1,No,Travel_Rarely,2,3,1,3,4,4,0,No
E100416,33,Male,Single,Sales,28,2,Other,Sales Executive,1,0,0,0,0,1,4,0,7080,15,1,No,Travel_Frequently,3,1,4,3,1,3,4,Yes
E100417,54,Female,Married,Research & Development,21,5,Technical Degree,Research Scientist,1,9,3,1,2,7,18,1,8349,24,2,No,Travel_Rarely,2,2,2,3,2,3,6,No
E100418,39,Male,Married,Sales,5,2,Marketing,Sales Executive,5,4,3,1,0,7,9,0,19280,18,3,No,Travel_Rarely,3,1,3,4,1,3,1,No
E100419,46,Female,Married,Sales,17,4,Life Sciences,Sales Executive,3,3,2,0,1,6,16,0,11967,16,0,Yes,Travel_Rarely,2,4,1,2,4,4,2,Yes
E100420,31,Male,Single,Research & Development,26,1,Technical Degree,Manufacturing Director,3,11,7,0,3,5,14,1,13864,22,2,Yes,Travel_Rarely,4,3,3,3,1,3,4,Yes
E100421,45,Female,Single,Sales,5,5,Marketing,Manager,1,9,6,3,2,0,21,1,9413,11,1,No,Travel_Rarely,2,3,2,2,4,3,2,No
E100422,22,Male,Divorced,Sales,22,1,Life Sciences,Sales Executive,2,1,0,0,0,7,3,0,9324,25,2,No,Travel_Rarely,3,1,4,1,3,3,2,Yes
E100423,47,Female,Single,Sales,15,5,Medical,Sales Executive,1,7,4,3,3,0,11,1,6351,25,1,No,Travel_Rarely,2,4,4,2,4,3,5,No
E100424,22,Male,Married,Research & Development,13,1,Marketing,Research Scientist,2,0,0,0,0,7,6,0,8240,15,0,No,Travel_Rarely,4,2,2,4,2,4,5,Yes
E100425,29,Male,Married,Research & Development,28,4,Human Resources,Manager,3,8,4,2,3,1,18,1,13638,23,2,No,Travel_Rarely,4,3,3,1,2,3,6,No
E100426,33,Male,Married,Research & Development,1,5,Life Sciences,Healthcare Representative,5,5,4,1,3,7,10,0,22171,21,2,No,Travel_Rarely,4,3,3,1,4,3,1,No
E100427,43,Female,Single,Sales,11,3,Technical Degree,Sales Executive,4,0,0,0,0,9,1,0,17717,22,2,Yes,Travel_Rarely,3,4,3,3,4,3,5,No
E100428,43,Female,Single,Research & Development,23,1,Other,Research Scientist,3,5,4,1,0,3,5,0,14396,15,2,No,Travel_Frequently,1,3,3,2,3,3,4,No
E100429,38,Male,Married,Research & Development,1,1,Technical Degree,Healthcare Representative,2,4,2,0,1,6,8,0,10538,22,2,Yes,Travel_Rarely,3,4,1,1,3,3,5,No
E100430,56,Male,Divorced,Research & Development,11,2,Human Resources,Healthcare Representative,1,4,2,1,0,4,8,1,6776,13,0,No,Travel_Rarely,4,4,3,1,4,3,6,No
E100431,53,Male,Divorced,Research & Development,18,5,Human Resources,Healthcare Representative,3,1,0,0,0,7,12,0,13908,18,3,No,Travel_Rarely,2,2,1,2,1,3,6,No
E100432,50,Female,Single,Sales,18,3,Technical Degree,Sales Representative,5,1,0,0,0,5,12,2,20173,25,0,No,Travel_Rarely,4,4,2,2,3,3,0,No
E100433,47,Female,Single,Human Resources,21,4,Other,Human Resources,2,7,5,0,0,4,12,1,10982,19,2,No,Travel_Frequently,1,1,4,1,2,3,0,No
E100434,54,Male,Divorced,Research & Development,26,2,Life Sciences,Healthcare Representative,1,1,0,0,0,0,3,0,5912,16,1,No,Travel_Rarely,1,2,1,1,3,3,0,No
E100435,40,Male,Married,Human Resources,16,3,Marketing,Human Resources,4,2,1,0,0,2,2,0,16328,16,1,No,Travel_Rarely,4,4,3,2,3,4,6,No
E100436,27,Male,Divorced,Research & Development,13,5,Human Resources,Manufacturing Director,2,5,1,1,2,9,19,0,9910,12,2,No,Travel_Rarely,3,4,4,4,3,3,2,No
E100437,22,Male,Single,Research & Development,7,3,Human Resources,Research Scientist,1,0,0,0,0,8,3,1,5634,20,3,Yes,Travel_Rarely,1,2,1,2,3,3,3,Yes
E100438,53,Male,Married,Research & Development,1,1,Human Resources,Research Scientist,4,4,2,0,1,8,7,0,17766,12,2,No,Travel_Rarely,4,3,4,4,4,3,1,No
E100439,51,Female,Married,Research & Development,26,1,Other,Laboratory Technician,1,4,0,0,3,4,13,1,8139,16,0,Yes,Travel_Rarely,3,2,2,1,3,3,0,No
E100440,48,Male,Married,Human Resources,16,2,Medical,Human Resources,4,5,1,1,0,2,6,2,16207,22,3,No,Travel_Rarely,2,3,3,3,1,3,1,No
E100441,27,Female,Married,Research & Development,1,5,Other,Healthcare Representative,4,2,0,0,1,5,15,1,14697,18,3,Yes,Travel_Rarely,3,2,2,2,3,3,5,Yes
E100442,36,Male,Single,Sales,17,5,Life Sciences,Manager,4,2,1,0,0,4,9,0,18478,12,0,Yes,Non-Travel,1,2,4,1,3,4,2,Yes
E100443,49,Male,Married,Research & Development,6,3,Life Sciences,Manufacturing Director,1,2,1,0,0,0,7,0,6936,19,3,Yes,Travel_Rarely,3,1,2,1,2,3,1,Yes
E100444,18,Female,Single,Research & Development,2,2,Life Sciences,Healthcare Representative,4,8,6,2,4,1,19,1,17126,23,2,Yes,Travel_Rarely,3,2,3,3,3,3,0,No
E100445,22,Female,Married,Research & Development,17,5,Life Sciences,Laboratory Technician,2,0,0,0,0,4,2,0,9409,22,2,No,Travel_Rarely,2,1,1,2,2,3,0,No
E100446,21,Female,Divorced,Sales,6,1,Life Sciences,Sales Executive,5,16,4,6,3,8,30,0,21634,24,1,No,Travel_Rarely,4,4,2,1,2,3,6,No
E100447,33,Male,Married,Research & Development,14,3,Technical Degree,Research Scientist,5,5,2,0,1,3,5,0,18901,19,0,Yes,Travel_Frequently,3,3,3,4,4,3,2,Yes
E100448,41,Male,Divorced,Research & Development,18,4,Human Resources,Manufacturing Director,4,10,4,1,9,8,21,2,19887,25,3,No,Travel_Rarely,2,3,4,3,2,3,2,No
E100449,33,Female,Single,Research & Development,6,1,Other,Research Scientist,5,2,1,0,0,2,12,1,17912,24,3,No,Non-Travel,1,1,2,4,2,3,4,No
E100450,19,Male,Married,Research & Development,10,2,Technical Degree,Manager,5,2,0,0,1,0,4,0,16723,14,3,No,Travel_Rarely,4,3,1,2,1,3,2,No
E100451,45,Male,Divorced,Research & Development,24,5,Other,Manufacturing Director,4,11,6,2,8,5,18,0,14855,14,2,No,Travel_Rarely,1,3,2,4,1,3,3,No
E100452,49,Male,Single,Sales,18,1,Medical,Sales Executive,4,0,0,0,0,9,3,1,14786,14,0,No,Travel_Rarely,4,2,4,3,2,3,3,No
E100453,44,Male,Single,Research & Development,27,4,Marketing,Healthcare Representative,2,0,0,0,0,6,2,0,8173,21,2,No,Travel_Rarely,3,1,4,1,4,3,0,No
E100454,37,Female,Married,Sales,9,4,Human Resources,Manager,3,1,0,0,0,3,13,2,12512,15,3,No,Travel_Rarely,3,3,4,3,1,3,5,No
E100455,41,Male,Single,Sales,8,2,Medical,Manager,1,16,11,8,3,9,26,2,7526,18,2,No,Travel_Rarely,4,4,2,1,1,3,2,Yes
E100456,29,Male,Married,Research & Development,28,1,Technical Degree,Healthcare Representative,4,5,1,1,1,4,8,0,14929,12,3,No,Travel_Frequently,1,1,2,1,4,3,3,No
E100457,52,Male,Divorced,Human Resources,10,3,Marketing,Human Resources,4,4,1,0,1,3,14,0,16127,21,3,No,Travel_Rarely,1,2,2,4,3,3,6,No
E100458,50,Male,Married,Research & Development,17,1,Medical,Manager,5,6,5,3,1,2,20,0,17962,15,2,No,Travel_Rarely,1,4,1,3,1,3,3,No
E100459,50,Male,Single,Research & Development,23,4,Other,Manager,2,2,1,0,0,0,5,1,9807,24,3,Yes,Travel_Rarely,3,3,3,3,2,3,6,No
E100460,60,Male,Married,Research & Development,29,2,Marketing,Research Scientist,5,7,4,4,6,5,8,0,19861,12,2,Yes,Travel_Rarely,4,3,2,1,2,4,4,No
E100461,54,Male,Married,Research & Development,26,2,Other,Manager,4,2,0,0,1,9,5,0,13977,25,1,No,Travel_Rarely,4,1,1,3,2,3,5,No
E100462,29,Female,Single,Sales,6,3,Medical,Sales Representative,4,8,5,0,1,4,18,0,17957,21,2,No,Travel_Frequently,1,3,4,2,4,3,6,No
E100463,20,Male,Married,Human Resources,14,2,Technical Degree,Manager,5,1,0,0,0,0,12,0,22922,21,1,No,Travel_Rarely,3,1,2,2,2,3,5,No
E100464,18,Male,Married,Research & Development,22,2,Other,Manager,4,1,0,0,0,4,9,1,18564,18,1,Yes,Travel_Rarely,4,3,2,4,3,3,2,No
E100465,50,Female,Married,Research & Development,22,2,Marketing,Laboratory Technician,3,3,1,0,1,5,6,1,10907,11,2,No,Travel_Frequently,4,4,2,4,4,3,4,No
E100466,57,Female,Single,Sales,6,2,Medical,Manager,1,2,1,1,0,9,13,0,7903,25,0,Yes,Travel_Rarely,1,2,1,3,1,4,5,No
E100467,27,Male,Married,Research & Development,26,2,Other,Healthcare Representative,1,5,1,1,4,4,5,1,6023,17,0,No,Travel_Rarely,1,4,2,4,4,3,5,No
E100468,60,Male,Single,Sales,7,4,Technical Degree,Sales Executive,1,2,0,0,0,0,2,0,5162,13,2,No,Travel_Rarely,4,2,2,3,2,3,6,No
E100469,46,Male,Single,Sales,12,1,Human Resources,Sales Executive,3,1,0,0,0,4,1,0,11472,14,2,Yes,Travel_Rarely,3,1,3,4,4,3,1,No
E100470,30,Female,Divorced,Research & Development,3,5,Technical Degree,Research Scientist,4,3,1,1,0,9,16,2,16299,24,3,No,Travel_Rarely,2,3,1,2,4,3,4,No
E100471,29,Female,Married,Research & Development,14,2,Technical Degree,Laboratory Technician,5,4,2,0,3,0,8,0,19595,25,3,Yes,Travel_Frequently,4,4,3,1,4,3,5,No
E100472,48,Female,Single,Research & Development,22,5,Human Resources,Research Scientist,2,0,0,0,0,2,5,0,9959,18,2,No,Travel_Rarely,4,3,3,1,4,3,1,No
E100473,19,Male,Single,Research & Development,19,5,Technical Degree,Research Scientist,4,4,3,0,2,1,15,0,18377,13,0,No,Travel_Rarely,3,1,3,2,3,3,1,No
E100474,52,Female,Single,Research & Development,23,4,Human Resources,Research Scientist,3,1,0,0,0,0,6,1,11842,22,3,No,Travel_Rarely,4,2,3,1,4,4,5,No
E100475,40,Male,Single,Research & Development,16,2,Human Resources,Healthcare Representative,3,2,0,1,0,3,7,0,12248,23,3,No,Travel_Rarely,2,4,4,3,2,3,6,Yes
E100476,34,Male,Single,Research & Development,7,5,Other,Research Scientist,1,1,0,0,0,1,9,0,6390,23,0,No,Travel_Rarely,3,2,2,3,1,3,2,No
E100477,43,Male,Single,Sales,8,2,Other,Manager,4,13,4,6,6,4,13,0,16165,17,2,Yes,Travel_Rarely,2,2,3,2,3,3,1,No
E100478,25,Female,Married,Research & Development,18,3,Human Resources,Manager,1,5,3,2,3,9,14,0,8486,22,0,Yes,Travel_Rarely,2,1,1,2,4,3,1,No
E100479,46,Male,Married,Human Resources,25,3,Medical,Human Resources,2,1,0,0,0,0,6,0,10422,11,1,No,Travel_Rarely,4,2,2,2,1,3,4,No
E100480,43,Female,Married,Research & Development,13,3,Marketing,Research Scientist,1,5,4,2,1,9,17,0,8842,19,3,No,Travel_Rarely,2,1,3,2,3,3,2,No
E100481,27,Male,Married,Research & Development,21,5,Medical,Research Scientist,2,9,8,0,5,0,16,2,11446,23,3,Yes,Travel_Rarely,4,2,3,1,2,3,6,Yes
E100482,43,Male,Single,Research & Development,9,3,Human Resources,Research Scientist,3,2,1,0,0,9,9,0,12809,16,3,Yes,Travel_Rarely,4,2,1,1,2,3,2,No
E100483,51,Male,Divorced,Research & Development,10,4,Marketing,Manufacturing Director,1,8,2,3,5,3,19,0,7716,13,0,Yes,Travel_Rarely,3,4,4,1,1,3,1,No
E100484,58,Male,Divorced,Research & Development,21,4,Other,Research Scientist,1,0,0,0,0,6,14,0,7354,17,0,No,Travel_Rarely,3,1,1,3,4,4,6,No
E100485,24,Female,Divorced,Sales,23,5,Marketing,Sales Executive,5,8,2,2,1,1,22,0,20612,25,2,Yes,Travel_Rarely,3,3,4,4,1,3,4,No
E100486,21,Male,Divorced,Research & Development,27,2,Human Resources,Manager,3,3,2,0,1,1,5,0,13950,23,3,Yes,Non-Travel,4,3,4,3,3,3,4,No
E100487,28,Female,Divorced,Research & Development,9,1,Other,Manufacturing Director,5,1,0,0,0,0,13,1,19849,15,1,Yes,Travel_Rarely,2,3,4,4,1,3,4,No
E100488,46,Female,Married,Research & Development,15,2,Marketing,Manufacturing Director,2,2,0,0,0,4,6,0,9030,18,2,No,Travel_Rarely,2,4,3,2,1,3,4,No
E100489,53,Female,Single,Sales,20,2,Marketing,Sales Representative,2,22,15,10,8,5,31,1,13660,18,0,Yes,Travel_Rarely,3,4,3,2,4,3,0,No
