EmployeeKey,EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,DistanceFromHome,Education,EducationField,BusinessTravel,Attrition,MonthlyIncome,PercentSalaryHike,StockOptionLevel,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,RelationshipSatisfaction,OverTime,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,ManagerChangesLast2Yrs,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,MonthlyIncome_was_missing,YearsSinceLastPromotion_was_missing,ManagerChangesLast2Yrs_was_missing
100383,E100383,49,Female,Married,Research & Development,Manager,25,2,Life Sciences,Travel_Frequently,No,10163.0,22.0,2.0,4.0,2.0,2.0,1.0,4.0,2.0,No,2,4,0,2.0,3,1.0,4,18,1,0,0,0
100384,E100384,47,Male,Married,Sales,Manager,19,1,Technical Degree,Travel_Rarely,No,8797.0,22.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,No,2,0,0,0.0,0,1.0,3,9,0,0,0,0
100385,E100385,52,Male,Single,Sales,Manager,5,5,Human Resources,Travel_Rarely,No,6436.0,24.0,0.0,3.0,1.0,4.0,2.0,4.0,1.0,No,1,2,0,0.0,0,1.0,4,15,3,0,0,0
100386,E100386,57,Female,Married,Sales,Sales Representative,11,2,Technical Degree,Travel_Rarely,No,15247.0,14.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,No,4,0,0,0.0,0,2.0,3,8,2,0,0,0
100387,E100387,33,Female,Married,Sales,Sales Executive,15,4,Marketing,Travel_Rarely,Yes,6335.0,13.0,2.0,3.0,1.0,1.0,3.0,4.0,3.0,Yes,1,1,0,0.0,0,1.0,6,7,3,0,0,0
100388,E100388,30,Male,Single,Research & Development,Manager,8,4,Medical,Non-Travel,No,10014.0,21.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,Yes,2,1,0,0.0,0,1.0,9,8,0,0,0,0
100389,E100389,59,Male,Single,Research & Development,Healthcare Representative,19,5,Life Sciences,Travel_Rarely,No,15474.0,19.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,No,4,10,9,4.0,7,0.0,0,10,5,0,0,0
100390,E100390,47,Male,Single,Research & Development,Laboratory Technician,23,2,Unknown,Travel_Rarely,No,15093.0,18.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,No,3,6,4,1.0,2,0.0,0,9,0,0,0,0
100391,E100391,36,Male,Married,Research & Development,Healthcare Representative,27,4,Marketing,Travel_Rarely,Yes,7481.0,20.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,No,1,10,4,2.0,6,1.0,1,19,5,0,0,0
100392,E100392,34,Female,Divorced,Research & Development,Research Scientist,8,5,Human Resources,Travel_Rarely,No,16325.0,23.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,Yes,4,2,0,0.0,1,1.0,0,11,2,0,0,0
100393,E100393,36,Male,Single,Sales,Sales Representative,26,4,Technical Degree,Travel_Rarely,No,15064.0,23.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,No,4,1,0,0.0,0,0.0,9,15,2,0,0,0
100394,E100394,45,Male,Married,Sales,Sales Executive,27,4,Life Sciences,Travel_Rarely,No,14758.0,12.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,Yes,4,2,1,0.0,0,3.0,9,5,6,0,0,0
100395,E100395,43,Female,Single,Sales,Manager,19,4,Marketing,Non-Travel,Yes,6068.0,23.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,No,1,0,0,0.0,0,2.0,2,11,0,0,0,0
100396,E100396,54,Male,Divorced,Research & Development,Laboratory Technician,18,3,Human Resources,Travel_Rarely,No,14026.0,23.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,No,3,6,5,1.0,2,0.0,5,14,3,0,0,0
100397,E100397,43,Male,Single,Sales,Manager,10,2,Life Sciences,Travel_Rarely,Yes,16968.0,25.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,No,4,2,0,0.0,0,0.0,9,4,4,0,0,0
100398,E100398,40,Male,Married,Sales,Sales Representative,29,5,Technical Degree,Travel_Rarely,Yes,6815.0,23.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,Yes,1,1,0,0.0,0,0.0,5,15,3,0,0,0
100399,E100399,26,Female,Married,Research & Development,Manager,7,5,Marketing,Travel_Rarely,Yes,10275.0,24.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0,No,2,4,1,2.0,1,0.0,0,15,4,0,0,0
100400,E100400,29,Male,Married,Research & Development,Manager,28,2,Other,Travel_Rarely,No,6001.0,18.0,0.0,3.0,4.0,1.0,2.0,3.0,2.0,Yes,1,2,1,0.0,0,1.0,5,11,1,0,0,0
100401,E100401,18,Female,Married,Sales,Sales Representative,9,2,Marketing,Travel_Rarely,No,10643.0,21.0,0.0,4.0,3.0,3.0,1.0,4.0,4.0,Yes,1,19,5,8.0,4,0.0,4,33,2,0,0,1
100402,E100402,18,Male,Married,Research & Development,Laboratory Technician,1,2,Marketing,Travel_Rarely,No,7609.0,21.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,No,1,2,0,0.0,0,0.0,6,11,0,0,0,0
100403,E100403,51,Male,Married,Research & Development,Manager,19,2,Life Sciences,Travel_Rarely,No,13712.0,13.0,0.0,4.0,1.0,2.0,2.0,3.0,4.0,No,4,4,2,1.0,2,0.0,5,4,1,0,0,0
100404,E100404,49,Female,Single,Research & Development,Laboratory Technician,5,1,Life Sciences,Non-Travel,No,7195.0,20.0,1.0,3.0,1.0,4.0,4.0,3.0,3.0,Yes,1,1,0,0.0,0,0.0,6,15,3,0,0,0
100405,E100405,42,Female,Single,Human Resources,Manager,19,5,Life Sciences,Travel_Rarely,No,14616.0,22.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,No,2,23,17,0.0,12,2.0,1,33,4,0,0,0
100406,E100406,57,Female,Married,Sales,Manager,1,1,Life Sciences,Travel_Rarely,No,15501.0,24.0,1.0,3.0,1.0,3.0,1.0,4.0,4.0,No,4,2,1,0.0,1,1.0,0,6,5,0,0,0
100407,E100407,18,Female,Single,Sales,Sales Representative,15,4,Human Resources,Travel_Rarely,No,10300.0,16.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,No,2,5,2,0.0,3,1.0,6,11,2,0,0,0
100408,E100408,33,Female,Single,Research & Development,Healthcare Representative,16,4,Medical,Travel_Frequently,Yes,18959.0,15.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,No,5,0,0,0.0,0,0.0,8,11,4,0,0,0
100409,E100409,56,Male,Married,Research & Development,Manufacturing Director,23,5,Human Resources,Travel_Rarely,No,6975.0,18.0,0.0,3.0,2.0,4.0,4.0,3.0,4.0,No,1,6,5,2.0,1,0.0,1,9,3,0,0,0
100410,E100410,22,Male,Divorced,Research & Development,Research Scientist,7,4,Marketing,Travel_Rarely,No,18729.0,19.0,2.0,3.0,4.0,3.0,1.0,1.0,4.0,No,4,1,0,0.0,0,0.0,6,9,6,0,0,0
100411,E100411,39,Female,Married,Research & Development,Manufacturing Director,26,2,Human Resources,Travel_Rarely,No,18548.0,21.0,2.0,3.0,4.0,3.0,1.0,2.0,1.0,No,4,2,0,0.0,0,0.0,2,7,3,0,0,0
100412,E100412,46,Male,Single,Research & Development,Laboratory Technician,12,1,Technical Degree,Travel_Rarely,No,13611.0,17.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,Yes,1,10,4,3.0,2,0.0,5,15,0,1,0,1
100413,E100413,20,Female,Single,Human Resources,Human Resources,8,2,Other,Travel_Rarely,No,13967.0,16.0,1.0,4.0,3.0,1.0,3.0,3.0,1.0,No,3,17,6,3.0,16,1.0,2,19,1,0,0,0
100414,E100414,29,Female,Divorced,Human Resources,Human Resources,5,4,Life Sciences,Travel_Rarely,No,13397.0,16.0,0.0,3.0,4.0,2.0,2.0,2.0,4.0,Yes,3,2,1,1.0,0,2.0,9,11,2,0,0,0
100415,E100415,43,Male,Single,Research & Development,Research Scientist,10,1,Technical Degree,Travel_Rarely,No,10584.0,11.0,1.0,4.0,3.0,2.0,3.0,4.0,1.0,No,2,9,2,3.0,5,0.0,4,18,0,0,0,0
100416,E100416,33,Male,Single,Sales,Sales Executive,28,2,Other,Travel_Frequently,Yes,7080.0,15.0,1.0,3.0,1.0,3.0,3.0,1.0,4.0,No,1,0,0,0.0,0,0.0,1,4,4,0,0,1
100417,E100417,54,Female,Married,Research & Development,Research Scientist,21,5,Technical Degree,Travel_Rarely,No,8349.0,24.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,No,1,9,3,1.0,2,1.0,7,18,6,0,0,0
100418,E100418,39,Male,Married,Sales,Sales Executive,5,2,Marketing,Travel_Rarely,No,19280.0,18.0,3.0,3.0,1.0,3.0,4.0,1.0,3.0,No,5,4,3,1.0,0,0.0,7,9,1,0,0,0
100419,E100419,46,Female,Married,Sales,Sales Executive,17,4,Life Sciences,Travel_Rarely,Yes,11967.0,16.0,0.0,4.0,4.0,2.0,2.0,4.0,1.0,Yes,3,3,2,0.0,1,0.0,6,16,2,0,0,0
100420,E100420,31,Male,Single,Research & Development,Manufacturing Director,26,1,Technical Degree,Travel_Rarely,Yes,13864.0,22.0,2.0,3.0,3.0,4.0,3.0,1.0,3.0,Yes,3,11,7,0.0,3,1.0,5,14,4,0,0,0
100421,E100421,45,Female,Single,Sales,Manager,5,5,Marketing,Travel_Rarely,No,9413.0,11.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,No,1,9,6,3.0,2,1.0,0,21,2,0,0,0
100422,E100422,22,Male,Divorced,Sales,Sales Executive,22,1,Life Sciences,Travel_Rarely,Yes,9324.0,25.0,2.0,3.0,1.0,3.0,1.0,3.0,4.0,No,2,1,0,0.0,0,0.0,7,3,2,0,0,0
100423,E100423,47,Female,Single,Sales,Sales Executive,15,5,Medical,Travel_Rarely,No,6351.0,25.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,No,1,7,4,3.0,3,1.0,0,11,5,0,0,0
100424,E100424,22,Male,Married,Research & Development,Research Scientist,13,1,Marketing,Travel_Rarely,Yes,8240.0,15.0,0.0,4.0,2.0,4.0,4.0,2.0,2.0,No,2,0,0,0.0,0,0.0,7,6,5,0,0,0
100425,E100425,29,Male,Married,Research & Development,Manager,28,4,Human Resources,Travel_Rarely,No,13638.0,23.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,No,3,8,4,2.0,3,1.0,1,18,6,0,0,0
100426,E100426,33,Male,Married,Research & Development,Healthcare Representative,1,5,Life Sciences,Travel_Rarely,No,22171.0,21.0,2.0,3.0,3.0,4.0,1.0,4.0,3.0,No,5,5,4,1.0,3,0.0,7,10,1,0,0,0
100427,E100427,43,Female,Single,Sales,Sales Executive,11,3,Technical Degree,Travel_Rarely,No,17717.0,22.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,Yes,4,0,0,0.0,0,0.0,9,1,5,0,0,0
100428,E100428,43,Female,Single,Research & Development,Research Scientist,23,1,Other,Travel_Frequently,No,14396.0,15.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,No,3,5,4,1.0,0,0.0,3,5,4,0,0,0
100429,E100429,38,Male,Married,Research & Development,Healthcare Representative,1,1,Technical Degree,Travel_Rarely,No,10538.0,22.0,2.0,3.0,4.0,3.0,1.0,3.0,1.0,Yes,2,4,2,0.0,1,0.0,6,8,5,0,0,0
100430,E100430,56,Male,Divorced,Research & Development,Healthcare Representative,11,2,Human Resources,Travel_Rarely,No,6776.0,13.0,0.0,3.0,4.0,4.0,1.0,4.0,3.0,No,1,4,2,1.0,0,1.0,4,8,6,0,0,0
100431,E100431,53,Male,Divorced,Research & Development,Healthcare Representative,18,5,Human Resources,Travel_Rarely,No,13908.0,18.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,No,3,1,0,0.0,0,0.0,7,12,6,0,0,0
100432,E100432,50,Female,Single,Sales,Sales Representative,18,3,Unknown,Travel_Rarely,No,13611.0,25.0,0.0,3.0,4.0,4.0,2.0,3.0,2.0,No,5,1,0,0.0,0,2.0,5,12,0,1,0,0
100433,E100433,47,Female,Single,Human Resources,Human Resources,21,4,Other,Travel_Frequently,No,10982.0,19.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,No,2,7,5,0.0,0,1.0,4,12,0,0,0,0
100434,E100434,54,Male,Divorced,Research & Development,Healthcare Representative,26,2,Life Sciences,Travel_Rarely,No,5912.0,16.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,No,1,1,0,0.0,0,0.0,0,3,0,0,0,0
100435,E100435,40,Male,Married,Human Resources,Human Resources,16,3,Marketing,Travel_Rarely,No,16328.0,16.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,No,4,2,1,0.0,0,0.0,2,2,6,0,0,0
100436,E100436,27,Male,Divorced,Research & Development,Manufacturing Director,13,5,Human Resources,Travel_Rarely,No,9910.0,12.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,No,2,5,1,1.0,2,0.0,9,19,2,0,0,0
100437,E100437,22,Male,Single,Research & Development,Research Scientist,7,3,Human Resources,Travel_Rarely,Yes,5634.0,20.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,Yes,1,0,0,0.0,0,1.0,8,3,3,0,0,0
100438,E100438,53,Male,Married,Research & Development,Research Scientist,1,1,Human Resources,Travel_Rarely,No,17766.0,12.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,No,4,4,2,0.0,1,0.0,8,7,1,0,0,0
100439,E100439,51,Female,Married,Research & Development,Laboratory Technician,26,1,Other,Travel_Rarely,No,8139.0,16.0,0.0,3.0,2.0,3.0,1.0,3.0,2.0,Yes,1,4,0,0.0,3,1.0,4,13,0,0,0,0
100440,E100440,48,Male,Married,Human Resources,Human Resources,16,2,Medical,Travel_Rarely,No,16207.0,22.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,No,4,5,1,1.0,0,2.0,2,6,1,0,0,0
100441,E100441,27,Female,Married,Research & Development,Healthcare Representative,1,5,Other,Travel_Rarely,Yes,14697.0,18.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,Yes,4,2,0,0.0,1,1.0,5,15,5,0,0,0
100442,E100442,36,Male,Single,Sales,Manager,17,5,Life Sciences,Non-Travel,Yes,18478.0,12.0,0.0,4.0,2.0,1.0,1.0,3.0,4.0,Yes,4,2,1,0.0,0,0.0,4,9,2,0,0,0
100443,E100443,49,Male,Married,Research & Development,Manufacturing Director,6,3,Life Sciences,Travel_Rarely,Yes,6936.0,19.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,Yes,1,2,1,0.0,0,0.0,0,7,1,0,0,0
100444,E100444,18,Female,Single,Research & Development,Healthcare Representative,2,2,Life Sciences,Travel_Rarely,No,17126.0,23.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,Yes,4,8,6,2.0,4,1.0,1,19,0,0,0,0
100445,E100445,22,Female,Married,Research & Development,Laboratory Technician,17,5,Life Sciences,Travel_Rarely,No,9409.0,22.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,No,2,0,0,0.0,0,0.0,4,2,0,0,0,0
100446,E100446,21,Female,Divorced,Sales,Sales Executive,6,1,Life Sciences,Travel_Rarely,No,21634.0,24.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,No,5,16,4,6.0,3,0.0,8,30,6,0,0,1
100447,E100447,33,Male,Married,Research & Development,Research Scientist,14,3,Technical Degree,Travel_Frequently,Yes,18901.0,19.0,0.0,3.0,3.0,3.0,4.0,4.0,3.0,Yes,5,5,2,0.0,1,0.0,3,5,2,0,0,0
100448,E100448,41,Male,Divorced,Research & Development,Manufacturing Director,18,4,Human Resources,Travel_Rarely,No,19887.0,25.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,No,4,10,4,1.0,9,2.0,8,21,2,0,0,0
100449,E100449,33,Female,Single,Research & Development,Research Scientist,6,1,Other,Non-Travel,No,17912.0,24.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,No,5,2,1,0.0,0,1.0,2,12,4,0,0,0
100450,E100450,19,Male,Married,Research & Development,Manager,10,2,Technical Degree,Travel_Rarely,No,16723.0,14.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,No,5,2,0,0.0,1,0.0,0,4,2,0,0,1
100451,E100451,45,Male,Divorced,Research & Development,Manufacturing Director,24,5,Other,Travel_Rarely,No,14855.0,14.0,2.0,3.0,3.0,1.0,4.0,1.0,2.0,No,4,11,6,2.0,8,0.0,5,18,3,0,0,0
100452,E100452,49,Male,Single,Sales,Sales Executive,18,1,Medical,Travel_Rarely,No,14786.0,14.0,0.0,3.0,2.0,4.0,3.0,2.0,4.0,No,4,0,0,0.0,0,1.0,9,3,3,0,0,0
100453,E100453,44,Male,Single,Research & Development,Healthcare Representative,27,4,Marketing,Travel_Rarely,No,8173.0,21.0,2.0,3.0,1.0,3.0,1.0,4.0,4.0,No,2,0,0,0.0,0,0.0,6,2,0,0,0,0
100454,E100454,37,Female,Married,Sales,Manager,9,4,Human Resources,Travel_Rarely,No,12512.0,15.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,No,3,1,0,0.0,0,2.0,3,13,5,0,0,0
100455,E100455,41,Male,Single,Sales,Manager,8,2,Medical,Travel_Rarely,Yes,7526.0,18.0,2.0,3.0,4.0,4.0,1.0,1.0,2.0,No,1,16,11,8.0,3,2.0,9,26,2,0,0,0
100456,E100456,29,Male,Married,Research & Development,Healthcare Representative,28,1,Technical Degree,Travel_Frequently,No,13611.0,,,,,,,,,,4,5,1,1.0,1,0.0,4,8,3,1,0,0
100457,E100457,52,Male,Divorced,Human Resources,Human Resources,10,3,Marketing,Travel_Rarely,No,16127.0,21.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,No,4,4,1,0.0,1,0.0,3,14,6,0,0,0
100458,E100458,50,Male,Married,Research & Development,Manager,17,1,Medical,Travel_Rarely,No,17962.0,15.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,No,5,6,5,3.0,1,0.0,2,20,3,0,0,0
100459,E100459,50,Male,Single,Research & Development,Manager,23,4,Other,Travel_Rarely,No,9807.0,24.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,Yes,2,2,1,0.0,0,1.0,0,5,6,0,0,0
100460,E100460,60,Male,Married,Research & Development,Research Scientist,29,2,Marketing,Travel_Rarely,No,19861.0,12.0,2.0,4.0,3.0,4.0,1.0,2.0,2.0,Yes,5,7,4,4.0,6,0.0,5,8,4,0,0,0
100461,E100461,54,Male,Married,Research & Development,Manager,26,2,Other,Travel_Rarely,No,13977.0,25.0,1.0,3.0,1.0,4.0,3.0,2.0,1.0,No,4,2,0,0.0,1,0.0,9,5,5,0,0,0
100462,E100462,29,Female,Single,Sales,Sales Representative,6,3,Medical,Travel_Frequently,No,17957.0,21.0,2.0,3.0,3.0,1.0,2.0,4.0,4.0,No,4,8,5,0.0,1,0.0,4,18,6,0,0,0
100463,E100463,20,Male,Married,Human Resources,Manager,14,2,Technical Degree,Travel_Rarely,No,22922.0,21.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,No,5,1,0,0.0,0,0.0,0,12,5,0,0,0
100464,E100464,18,Male,Married,Research & Development,Manager,22,2,Other,Travel_Rarely,No,18564.0,18.0,1.0,3.0,3.0,4.0,4.0,3.0,2.0,Yes,4,1,0,0.0,0,1.0,4,9,2,0,0,0
100465,E100465,50,Female,Married,Research & Development,Laboratory Technician,22,2,Marketing,Travel_Frequently,No,10907.0,11.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,No,3,3,1,0.0,1,1.0,5,6,4,0,0,0
100466,E100466,57,Female,Single,Sales,Manager,6,2,Medical,Travel_Rarely,No,7903.0,25.0,0.0,4.0,2.0,1.0,3.0,1.0,1.0,Yes,1,2,1,1.0,0,0.0,9,13,5,0,0,0
100467,E100467,27,Male,Married,Research & Development,Healthcare Representative,26,2,Other,Travel_Rarely,No,6023.0,17.0,0.0,3.0,4.0,1.0,4.0,4.0,2.0,No,1,5,1,1.0,4,1.0,4,5,5,0,0,0
100468,E100468,60,Male,Single,Sales,Sales Executive,7,4,Technical Degree,Travel_Rarely,No,5162.0,13.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,No,1,2,0,0.0,0,0.0,0,2,6,0,0,0
100469,E100469,46,Male,Single,Sales,Sales Executive,12,1,Human Resources,Travel_Rarely,No,11472.0,14.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,Yes,3,1,0,0.0,0,0.0,4,1,1,0,0,0
100470,E100470,30,Female,Divorced,Research & Development,Research Scientist,3,5,Technical Degree,Travel_Rarely,No,16299.0,24.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,No,4,3,1,1.0,0,2.0,9,16,4,0,0,0
100471,E100471,29,Female,Married,Research & Development,Laboratory Technician,14,2,Unknown,Travel_Frequently,No,19595.0,25.0,3.0,3.0,4.0,4.0,1.0,4.0,3.0,Yes,5,4,2,0.0,3,0.0,0,8,5,0,0,0
100472,E100472,48,Female,Single,Research & Development,Research Scientist,22,5,Human Resources,Travel_Rarely,No,9959.0,18.0,2.0,3.0,3.0,4.0,1.0,4.0,3.0,No,2,0,0,0.0,0,0.0,2,5,1,0,0,0
100473,E100473,19,Male,Single,Research & Development,Research Scientist,19,5,Technical Degree,Travel_Rarely,No,18377.0,13.0,0.0,3.0,1.0,3.0,2.0,3.0,3.0,No,4,4,3,0.0,2,0.0,1,15,1,0,0,0
100474,E100474,52,Female,Single,Research & Development,Research Scientist,23,4,Human Resources,Travel_Rarely,No,11842.0,22.0,3.0,4.0,2.0,4.0,1.0,4.0,3.0,No,3,1,0,0.0,0,1.0,0,6,5,0,0,0
100475,E100475,40,Male,Single,Research & Development,Healthcare Representative,16,2,Human Resources,Travel_Rarely,Yes,12248.0,23.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,No,3,2,0,1.0,0,0.0,3,7,6,0,0,0
100476,E100476,34,Male,Single,Research & Development,Research Scientist,7,5,Other,Travel_Rarely,No,6390.0,23.0,0.0,3.0,2.0,3.0,3.0,1.0,2.0,No,1,1,0,0.0,0,0.0,1,9,2,0,0,0
100477,E100477,43,Male,Single,Sales,Manager,8,2,Other,Travel_Rarely,No,16165.0,17.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,Yes,4,13,4,6.0,6,0.0,4,13,1,0,0,0
100478,E100478,25,Female,Married,Research & Development,Manager,18,3,Human Resources,Travel_Rarely,No,8486.0,22.0,0.0,3.0,1.0,2.0,2.0,4.0,1.0,Yes,1,5,3,2.0,3,0.0,9,14,1,0,0,0
100479,E100479,46,Male,Married,Human Resources,Human Resources,25,3,Medical,Travel_Rarely,No,10422.0,11.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,No,2,1,0,0.0,0,0.0,0,6,4,0,0,0
100480,E100480,43,Unknown,Married,Research & Development,Research Scientist,13,3,Marketing,Travel_Rarely,No,8842.0,19.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,No,1,5,4,2.0,1,0.0,9,17,2,0,0,0
100481,E100481,27,Male,Married,Research & Development,Research Scientist,21,5,Medical,Travel_Rarely,Yes,11446.0,23.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,Yes,2,9,8,0.0,5,2.0,0,16,6,0,0,0
100482,E100482,43,Male,Single,Research & Development,Research Scientist,9,3,Human Resources,Travel_Rarely,No,12809.0,16.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,Yes,3,2,1,0.0,0,0.0,9,9,2,0,0,0
100483,E100483,51,Male,Divorced,Research & Development,Manufacturing Director,10,4,Marketing,Travel_Rarely,No,7716.0,13.0,0.0,3.0,4.0,3.0,1.0,1.0,4.0,Yes,1,8,2,3.0,5,0.0,3,19,1,0,0,0
100484,E100484,58,Male,Divorced,Research & Development,Research Scientist,21,4,Other,Travel_Rarely,No,7354.0,17.0,0.0,4.0,1.0,3.0,3.0,4.0,1.0,No,1,0,0,0.0,0,0.0,6,14,6,0,0,0
100485,E100485,24,Female,Divorced,Sales,Sales Executive,23,5,Marketing,Travel_Rarely,No,20612.0,25.0,2.0,3.0,3.0,3.0,4.0,1.0,4.0,Yes,5,8,2,2.0,1,0.0,1,22,4,0,0,0
100486,E100486,21,Male,Divorced,Research & Development,Manager,27,2,Human Resources,Non-Travel,No,13611.0,23.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,Yes,3,3,2,0.0,1,0.0,1,5,4,1,0,0
100487,E100487,28,Female,Divorced,Research & Development,Manufacturing Director,9,1,Other,Travel_Rarely,No,19849.0,15.0,1.0,3.0,3.0,2.0,4.0,1.0,4.0,Yes,5,1,0,0.0,0,1.0,0,13,4,0,0,0
100488,E100488,46,Female,Married,Research & Development,Manufacturing Director,15,2,Marketing,Travel_Rarely,No,9030.0,18.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,No,2,2,0,0.0,0,0.0,4,6,4,0,0,0
100489,E100489,53,Female,Single,Sales,Sales Representative,20,2,Marketing,Travel_Rarely,No,13660.0,18.0,0.0,3.0,4.0,3.0,2.0,4.0,3.0,Yes,2,22,15,10.0,8,1.0,5,31,0,0,0,0
100490,E100490,42,Male,Married,Human Resources,Human Resources,2,2,Medical,Travel_Rarely,No,14714.0,22.0,1.0,3.0,2.0,3.0,1.0,2.0,4.0,No,3,7,1,0.0,1,0.0,5,10,6,0,0,0
100491,E100491,38,Male,Married,Research & Development,Manufacturing Director,25,2,Marketing,Travel_Rarely,No,10444.0,19.0,2.0,3.0,2.0,4.0,1.0,4.0,4.0,No,2,4,1,1.0,2,0.0,1,15,5,0,0,0
100492,E100492,53,Male,Married,Research & Development,Laboratory Technician,13,1,Human Resources,Non-Travel,No,12709.0,16.0,0.0,3.0,3.0,1.0,4.0,2.0,3.0,No,3,0,0,0.0,0,0.0,6,0,1,0,0,1
100493,E100493,27,Female,Married,Research & Development,Manufacturing Director,2,3,Life Sciences,Travel_Rarely,No,8763.0,14.0,1.0,3.0,2.0,1.0,4.0,4.0,4.0,Yes,2,2,0,0.0,0,0.0,5,10,1,0,0,0
100494,E100494,54,Female,Single,Research & Development,Manufacturing Director,19,2,Life Sciences,Non-Travel,No,16040.0,23.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,No,4,1,0,0.0,0,0.0,7,5,1,0,0,0
100495,E100495,26,Male,Married,Human Resources,Human Resources,26,4,Life Sciences,Non-Travel,No,5025.0,12.0,1.0,3.0,4.0,1.0,2.0,4.0,4.0,No,1,0,0,0.0,0,0.0,5,1,2,0,0,0
100496,E100496,41,Unknown,Divorced,Research & Development,Healthcare Representative,2,5,Human Resources,Travel_Rarely,No,14581.0,13.0,0.0,3.0,3.0,1.0,1.0,2.0,3.0,Yes,4,3,2,1.0,2,0.0,8,14,6,0,0,0
100497,E100497,52,Male,Married,Research & Development,Healthcare Representative,3,5,Life Sciences,Travel_Rarely,No,13874.0,15.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,No,3,10,2,5.0,6,1.0,9,11,2,0,0,0
100498,E100498,52,Female,Married,Sales,Manager,6,4,Medical,Travel_Rarely,No,13079.0,18.0,0.0,3.0,3.0,3.0,2.0,2.0,4.0,No,3,5,2,2.0,1,0.0,1,15,4,0,0,0
100499,E100499,53,Male,Single,Research & Development,Laboratory Technician,3,2,Human Resources,Travel_Rarely,No,17314.0,22.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,Yes,4,1,0,0.0,0,0.0,6,7,5,0,0,0
100500,E100500,35,Female,Married,Research & Development,Manufacturing Director,10,1,Other,Travel_Rarely,No,7317.0,20.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,No,1,4,1,0.0,2,0.0,4,7,6,0,0,0
